Местное время в Бохане;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
29.08.2020 23:00;13.мар;721.2;760.1;;94;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;;12.апр;;;;;;
30.08.2020 2:00;12.июн;720.9;760.0;;96;Ветер, дующий с юго-востока;1;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;;12.0;;;;;;
30.08.2020 5:00;12.мар;720.7;759.7;;97;Штиль, безветрие;0;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;4.0;11.авг;;;;;;
30.08.2020 8:00;13.июн;721.0;760.0;;97;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;12.фев;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";;50.0;13.янв;0.7;12;Поверхность почвы влажная.;13.0;;
30.08.2020 11:00;16.янв;720.9;759.4;;86;Ветер, дующий с северо-запада;1;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";;50.0;13.авг;;;;;;
30.08.2020 14:00;17.янв;720.5;758.8;;88;Ветер, дующий с северо-северо-запада;1;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";;10.0;15.0;;;;;;
30.08.2020 17:00;16.авг;720.5;758.9;;88;Ветер, дующий с западо-северо-запада;1;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";;10.0;14.авг;;;;;;
30.08.2020 20:00;13.апр;720.5;758.9;;94;Ветер, дующий с северо-востока;1;;;; ;;;;17.фев;;;;;;;12.май;Осадков нет;12;;;;
30.08.2020 23:00;13.авг;722.2;761.2;;91;Ветер, дующий с запада;2;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Гроза (грозы) с осадками или без них.;Ливень (ливни).;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;300-600;;;4.0;12.апр;;;;;;
31.08.2020 2:00;12.май;722.3;761.5;;92;Ветер, дующий с востоко-северо-востока;1;;;100%.;Состояние неба в общем не изменилось. ;Гроза (грозы) с осадками или без них.;Ливень (ливни).;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";;;11.мар;;;;;;
31.08.2020 5:00;10.сен;722.4;761.8;;95;Ветер, дующий с северо-запада;1;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;10.янв;;;;;;
31.08.2020 8:00;11.июн;722.7;762.0;;91;Ветер, дующий с западо-северо-запада;2;;;20–30%.; ;;;09.май;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;10.фев;10.0;12;Поверхность почвы влажная.;9.0;;
31.08.2020 11:00;15.сен;723.0;761.7;;73;Ветер, дующий с северо-запада;2;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;11.0;;;;;;
31.08.2020 14:00;21.мар;721.9;759.8;;40;Ветер, дующий с северо-запада;3;;;60%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";60%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;07.фев;;;;;;
31.08.2020 17:00;18.май;721.7;760.0;;52;Ветер, дующий с северо-запада;3;;;70 – 80%.; ;;;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;08.май;;;;;;
31.08.2020 20:00;15.апр;722.5;761.2;;71;Ветер, дующий с западо-северо-запада;1;;;60%.; ;;;;22.0;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;60%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;10.янв;Осадков нет;12;;;;
31.08.2020 23:00;11.мар;723.3;762.7;;93;Штиль, безветрие;0;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;;10.фев;;;;;;
01.09.2020 2:00;12.янв;723.6;762.9;;84;Ветер, дующий с запада;2;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";;;09.апр;;;;;;
01.09.2020 5:00;09.апр;723.9;763.6;;94;Ветер, дующий с северо-северо-запада;1;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;08.май;;;;;;
01.09.2020 8:00;10.авг;724.6;764.2;;94;Ветер, дующий с запада;2;;;100%.; ;;;08.май;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";;50.0;09.сен;Осадков нет;12;Поверхность почвы влажная.;8.0;;
01.09.2020 11:00;15.янв;724.8;763.7;;72;Ветер, дующий с запада;1;;;70 – 80%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;10.янв;;;;;;
01.09.2020 14:00;19.0;723.7;762.1;;53;Ветер, дующий с запада;2;;;100%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";40%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;50.0;09.янв;;;;;;
01.09.2020 17:00;20.июл;722.7;760.7;;46;Ветер, дующий с севера;1;;;20–30%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;08.май;;;;;;
01.09.2020 20:00;14.мар;721.9;760.8;;79;Ветер, дующий с юга;1;;;Облаков нет.; ;;;;21.апр;;;;;;50.0;10.июн;Осадков нет;12;;;;
01.09.2020 23:00;10.мар;721.4;760.9;;93;Ветер, дующий с юго-юго-востока;2;;;Облаков нет.; ;;;;;;;;;;;09.фев;;;;;;
02.09.2020 2:00;07.июл;720.4;760.3;;95;Ветер, дующий с юга;1;;;Облаков нет.; ;;;;;;;;;;;06.сен;;;;;;
02.09.2020 5:00;06.июн;719.4;759.3;;96;Ветер, дующий с востока;1;;;Облаков нет.; ;;;;;;;;;;;6.0;;;;;;
02.09.2020 8:00;09.янв;718.9;758.4;;86;Ветер, дующий с юго-юго-востока;1;;;Облаков нет.; ;;;05.янв;;;;;;;50.0;06.авг;Осадков нет;12;Поверхность почвы влажная.;5.0;;
02.09.2020 11:00;18.авг;717.7;755.8;;53;Ветер, дующий с юго-юго-востока;1;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;50.0;08.сен;;;;;;
02.09.2020 14:00;20.фев;717.6;755.5;;53;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;50.0;10.апр;;;;;;
02.09.2020 17:00;20.янв;718.2;756.1;;49;Штиль, безветрие;0;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;09.янв;;;;;;
02.09.2020 20:00;14.фев;718.4;757.1;;81;Ветер, дующий с юга;1;;;20–30%.; ;;;;21.янв;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;11.0;Осадков нет;12;;;;
02.09.2020 23:00;13.янв;718.9;757.8;;91;Штиль, безветрие;0;;;100%.; ;;;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;40%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;;11.июл;;;;;;
03.09.2020 2:00;13.0;720.7;759.7;;94;Ветер, дующий с севера;2;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;300-600;;;4.0;12.янв;;;;;;
03.09.2020 5:00;11.май;721.1;760.3;;95;Ветер, дующий с юго-запада;1;;;100%.;Ливневый(ые) дождь(и). ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;60%.;600-1000;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";;;10.июл;;;;;;
03.09.2020 8:00;11.сен;722.3;761.5;;94;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;10.сен;;Слоисто-кучевые, образовавшиеся из кучевых.;100%.;600-1000;;;50.0;11.0;5.0;12;Поверхность почвы влажная.;12.0;;
03.09.2020 11:00;17.фев;722.0;760.6;;62;Ветер, дующий с севера;1;;;20–30%.; ;;;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;09.сен;;;;;;
03.09.2020 14:00;20.апр;721.0;759.0;;52;Ветер, дующий с юго-востока;2;;;Облаков нет.; ;;;;;;;;;;50.0;10.фев;;;;;;
03.09.2020 17:00;21.мар;720.4;758.2;;49;Ветер, дующий с западо-юго-запада;1;;;40%.; ;;;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;40%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;10.фев;;;;;;
03.09.2020 20:00;16.апр;720.1;758.6;;79;Ветер, дующий с юго-юго-востока;1;;;20–30%.; ;;;;22.июн;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;12.авг;Осадков нет;12;;;;
03.09.2020 23:00;11.апр;720.1;759.4;;94;Ветер, дующий с юго-востока;1;;;Облаков нет.; ;;;;;;;;;;;10.апр;;;;;;
04.09.2020 2:00;09.май;719.6;759.1;;95;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;08.авг;;;;;;
04.09.2020 5:00;08.июн;719.2;758.8;;97;Ветер, дующий с юга;1;;;Облаков нет.; ;;;;;;;;;;;08.янв;;;;;;
04.09.2020 8:00;10.июн;718.8;758.0;;89;Ветер, дующий с востоко-юго-востока;1;;;Облаков нет.; ;;;07.мар;;;;;;;50.0;08.сен;Осадков нет;12;Поверхность почвы влажная.;8.0;;
04.09.2020 11:00;21.июн;717.7;755.3;;48;Ветер, дующий с юго-востока;2;;;Облаков нет.; ;;;;;;;;;;50.0;10.фев;;;;;;
04.09.2020 14:00;24.июл;716.4;753.6;;37;Ветер, дующий с юго-востока;3;;;Облаков нет.; ;;;;;;;;;;50.0;08.сен;;;;;;
04.09.2020 17:00;25.авг;715.0;752.1;;35;Ветер, дующий с востока;2;;;Облаков нет.; ;;;;;;;;;;50.0;9.0;;;;;;
04.09.2020 20:00;17.май;714.9;752.9;;71;Ветер, дующий с юго-юго-востока;1;;;100%.; ;;;;26.0;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;12.янв;Осадков нет;12;;;;
04.09.2020 23:00;12.июл;715.2;753.9;;89;Ветер, дующий с юго-запада;1;;;Облаков нет.; ;;;;;;;;;;;11.0;;;;;;
05.09.2020 2:00;09.авг;715.2;754.3;;94;Ветер, дующий с юга;1;;;Облаков нет.; ;;;;;;;;;;;08.сен;;;;;;
05.09.2020 5:00;8.0;715.2;754.6;;96;Ветер, дующий с юга;1;;;Облаков нет.; ;;;;;;;;;;;07.апр;;;;;;
05.09.2020 8:00;10.май;715.6;754.7;;90;Штиль, безветрие;0;;;100%.; ;;;07.май;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;08.сен;Осадков нет;12;Поверхность почвы влажная.;8.0;;
05.09.2020 11:00;19.май;715.3;753.2;;52;Ветер, дующий с северо-северо-востока;1;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;50.0;09.фев;;;;;;
05.09.2020 14:00;23.фев;714.7;751.9;;46;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;50.0;10.авг;;;;;;
05.09.2020 17:00;22.сен;715.2;752.6;;43;Ветер, дующий с северо-запада;2;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;50.0;09.июн;;;;;;
05.09.2020 20:00;11.авг;720.0;759.1;;70;Ветер, дующий с северо-запада;6;12;14;100%.; ;;;;23.авг;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;50.0;06.май;Осадков нет;12;;;;
05.09.2020 23:00;10.0;722.5;762.1;;75;Ветер, дующий с северо-запада;4;;12;100%.; ;;;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;40%.;600-1000;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;;05.июл;;;;;;
06.09.2020 2:00;9.0;724.0;763.9;;78;Ветер, дующий с северо-запада;3;;12;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";;;05.апр;;;;;;
06.09.2020 5:00;08.фев;725.1;765.1;;80;Ветер, дующий с северо-запада;3;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";;;5.0;;;;;;
06.09.2020 8:00;08.мар;726.2;766.3;;78;Ветер, дующий с северо-запада;2;;;100%.; ;;;08.янв;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;20–30%.;600-1000;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";;50.0;04.июл;Осадков нет;12;Cухая (без трещин, заметного количества пыли или сыпучего песка);9.0;;
06.09.2020 11:00;10.июн;726.7;766.4;;69;Ветер, дующий с северо-запада;2;;;100%.; ;;;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;60%.;600-1000;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;50.0;05.янв;;;;;;
06.09.2020 14:00;14.июл;726.0;765.1;;44;Ветер, дующий с северо-запада;2;;;60%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;40%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;02.июн;;;;;;
06.09.2020 17:00;16.0;725.3;764.2;;40;Ветер, дующий с западо-северо-запада;2;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;02.фев;;;;;;
06.09.2020 20:00;09.авг;725.2;765.0;;72;Ветер, дующий с юга;2;;;Облаков нет.; ;;;;17.июн;;;;;;50.0;5.0;Осадков нет;12;;;;
06.09.2020 23:00;05.сен;725.5;765.8;;90;Ветер, дующий с юго-юго-востока;1;;;Облаков нет.; ;;;;;;;;;;;04.апр;;;;;;
07.09.2020 2:00;03.май;725.2;766.0;;95;Ветер, дующий с юго-востока;1;;;Облаков нет.; ;;;;;;;;;;;02.авг;;;;;;
07.09.2020 5:00;05.фев;724.7;765.1;;96;Ветер, дующий с востоко-юго-востока;2;;;Облаков нет.; ;;;;;;;;;;;04.июн;;;;;;
07.09.2020 8:00;08.июл;723.6;763.4;;87;Ветер, дующий с востока;2;;;40%.; ;;;03.янв;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;50.0;06.июн;Осадков нет;12;Cухая (без трещин, заметного количества пыли или сыпучего песка);2.0;;
07.09.2020 11:00;16.июл;722.2;760.9;;50;Ветер, дующий с востоко-юго-востока;4;;;Облаков нет.; ;;;;;;;;;;50.0;06.янв;;;;;;
07.09.2020 14:00;22.апр;720.6;758.4;;37;Ветер, дующий с юго-востока;5;;;Облаков нет.; ;;;;;;;;;;50.0;06.сен;;;;;;
07.09.2020 17:00;23.сен;719.6;757.1;;33;Ветер, дующий с юго-востока;4;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;50.0;06.июл;;;;;;
07.09.2020 20:00;18.июл;719.8;758.0;;51;Ветер, дующий с юго-востока;1;;;40%.; ;;;;24.май;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;40%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;08.фев;Осадков нет;12;;;;
07.09.2020 23:00;12.0;720.4;759.6;;80;Ветер, дующий с юго-юго-востока;1;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;08.июл;;;;;;
08.09.2020 2:00;09.янв;720.6;760.1;;91;Ветер, дующий с юго-юго-востока;1;;;Облаков нет.; ;;;;;;;;;;;07.июл;;;;;;
08.09.2020 5:00;08.апр;720.0;759.7;;94;Ветер, дующий с западо-северо-запада;1;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";;;07.май;;;;;;
08.09.2020 8:00;10.0;721.8;761.2;;95;Ветер, дующий с севера;1;;;100%.; ;;;07.май;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";;50.0;09.фев;Осадков нет;12;Cухая (без трещин, заметного количества пыли или сыпучего песка);7.0;;
08.09.2020 11:00;14.авг;723.0;761.9;;72;Ветер, дующий с западо-северо-запада;3;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";;50.0;09.июл;;;;;;
08.09.2020 14:00;17.янв;724.0;762.7;;62;Ветер, дующий с северо-северо-запада;3;;;100%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";40%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;50.0;09.июл;;;;;;
08.09.2020 17:00;15.июл;724.8;763.7;;64;Ветер, дующий с северо-северо-запада;2;;;70 – 80%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;08.сен;;;;;;
08.09.2020 20:00;13.июл;725.4;764.5;;70;Ветер, дующий с северо-запада;2;;;100%.; ;;;;17.янв;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;20–30%.;600-1000;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;;08.фев;Осадков нет;12;;;;
08.09.2020 23:00;12.янв;725.4;764.8;;82;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";;;09.янв;;;;;;
09.09.2020 2:00;10.июн;725.3;764.9;;96;Ветер, дующий с северо-запада;1;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";;10.0;10.0;;;;;;
