Местное время в Черемхово;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
11.02.2020 14:00;-10.6;708.5;765.4;;77;Ветер, дующий с северо-запада;5;;;100%.;Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ;Ливень (ливни).;Метель;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;300-600;;;20.0;-13.9;;;;;;
11.02.2020 17:00;-11.6;709.9;767.1;;64;Ветер, дующий с западо-северо-запада;3;;;100%.;Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ;Метель;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;50.0;-17.2;;;;;;
11.02.2020 20:00;-13.3;711.6;769.3;;61;Ветер, дующий с западо-северо-запада;2;;;100%.;Состояние неба в общем не изменилось. ;Метель;Облака покрывали более половины неба в течение всего соответствующего периода.;;-6.5;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;50%.;600-1000;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;;-19.2;0.9;12;;;;
11.02.2020 23:00;-16.5;712.8;771.4;;65;Ветер, дующий с северо-запада;1;;;50%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-21.6;;;;;;
12.02.2020 2:00;-17.4;713.9;772.8;;70;Ветер, дующий с юго-запада;1;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;;-21.6;;;;;;
12.02.2020 5:00;-17.5;714.6;773.5;;66;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;;-22.4;;;;;;
12.02.2020 8:00;-16.6;715.8;774.6;;81;Штиль, безветрие;0;;;Облаков нет.; ;;;-19.1;;;;;;;;-19.1;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;25.0
12.02.2020 11:00;-14.3;716.9;775.3;;67;Ветер, дующий с юга;1;;;70 – 80%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;-20.6;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;4.0;-19.2;;;;;;
12.02.2020 14:00;-11.2;716.7;774.3;;59;Ветер, дующий с западо-юго-запада;2;;;; ;;;;;;;;;;;-17.8;;;;;;
12.02.2020 17:00;-11.6;717.0;774.7;;65;Ветер, дующий с западо-юго-запада;1;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;20–30%.;600-1000;Высокослоистые непросвечивающие или слоисто-дождевые.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;50.0;-16.9;;;;;;
12.02.2020 20:00;-14.0;718.1;776.5;;70;Ветер, дующий с запада;1;;;70 – 80%.; ;;;;-10.6;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;20–30%.;600-1000;Высокослоистые непросвечивающие или слоисто-дождевые.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;;-18.4;Осадков нет;12;;;;
12.02.2020 23:00;-15.3;718.8;777.6;;79;Ветер, дующий с западо-юго-запада;1;;;50%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;50%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-18.1;;;;;;
13.02.2020 2:00;-15.3;720.5;779.4;;80;Ветер, дующий с западо-северо-запада;1;;;70 – 80%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-18.0;;;;;;
13.02.2020 5:00;-16.6;721.4;780.7;;80;Ветер, дующий с северо-северо-запада;1;;;90  или более, но не 100%;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-19.3;;;;;;
13.02.2020 8:00;-16.4;722.9;782.2;;80;Ветер, дующий с севера;1;;;90  или более, но не 100%;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;-17.2;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;50%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-19.1;0.4;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;26.0
13.02.2020 11:00;-14.6;724.4;783.4;;80;Ветер, дующий с юго-юго-запада;1;;;20–30%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;-17.9;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;10.0;-17.3;;;;;;
13.02.2020 14:00;-12.4;724.7;783.3;;66;Ветер, дующий с северо-востока;1;;;Облаков нет.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;;;;;;;50.0;-17.5;;;;;;
13.02.2020 17:00;-14.0;724.9;783.9;;69;Ветер, дующий с востока;4;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";20.0;-18.5;;;;;;
13.02.2020 20:00;-18.2;725.2;785.2;;75;Ветер, дующий с юго-востока;3;;;20–30%.; ;;;;-12.0;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-21.6;Следы осадков;12;;;;
13.02.2020 23:00;-17.8;724.9;784.8;;77;Ветер, дующий с юго-востока;3;;;Облаков нет.; ;;;;;;;;;;;-20.9;;;;;;
14.02.2020 2:00;-20.5;724.5;785.0;;76;Ветер, дующий с востоко-юго-востока;5;;;Облаков нет.; ;;;;;;;;;;;-23.6;;;;;;
14.02.2020 5:00;-21.1;724.0;784.6;;75;Ветер, дующий с юго-востока;4;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;;-24.4;;;;;;
14.02.2020 8:00;-21.4;724.2;784.9;;76;Ветер, дующий с востоко-юго-востока;4;;;20–30%.; ;;;-22.2;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-24.6;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;26.0
14.02.2020 11:00;-16.2;724.6;784.0;;75;Ветер, дующий с юго-востока;4;;;10%  или менее, но не 0; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";10.0;-19.6;;;;;;
14.02.2020 14:00;-13.1;724.2;782.8;;63;Ветер, дующий с востоко-юго-востока;5;;;Облаков нет.; ;;;;;;;;;;20.0;-18.8;;;;;;
14.02.2020 17:00;-13.2;724.1;782.8;;62;Ветер, дующий с востока;4;;;Облаков нет.; ;;;;;;;;;;20.0;-19.1;;;;;;
14.02.2020 20:00;-15.4;724.3;783.5;;61;Ветер, дующий с юго-востока;2;;;Облаков нет.; ;;;;-11.5;;;;;;;-21.3;Осадков нет;12;;;;
14.02.2020 23:00;-16.1;724.4;783.8;;63;Ветер, дующий с юго-востока;3;;;Облаков нет.; ;;;;;;;;;;;-21.5;;;;;;
15.02.2020 2:00;-14.8;724.4;783.5;;62;Ветер, дующий с юго-востока;3;;;Облаков нет.; ;;;;;;;;;;;-20.6;;;;;;
15.02.2020 5:00;-15.9;724.1;783.4;;63;Ветер, дующий с юго-востока;4;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;;-21.3;;;;;;
15.02.2020 8:00;-17.8;724.3;784.0;;71;Ветер, дующий с юго-юго-востока;3;;;Облаков нет.; ;;;-17.9;;;;;;;;-21.8;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;26.0
15.02.2020 11:00;-14.2;724.2;783.1;;62;Ветер, дующий с юго-юго-востока;3;;;Облаков нет.; ;;;;;;;;;;20.0;-19.9;;;;;;
15.02.2020 14:00;-9.5;723.1;780.9;;53;Ветер, дующий с юго-востока;2;;;Облаков нет.; ;;;;;;;;;;50.0;-17.4;;;;;;
15.02.2020 17:00;-8.6;722.7;780.2;;46;Ветер, дующий с юго-юго-востока;3;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;-18.3;;;;;;
15.02.2020 20:00;-11.7;722.2;780.4;;52;Ветер, дующий с юго-юго-востока;1;;;Облаков нет.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;Облака покрывали половину неба или менее в течение всего соответствующего периода.;Облака покрывали половину неба или менее в течение всего соответствующего периода.;;-8.4;;;;;;;-19.7;Осадков нет;12;;;;
15.02.2020 23:00;-13.3;721.9;780.4;;57;Ветер, дующий с юго-востока;1;;;Облаков нет.; ;;;;;;;;;;;-20.1;;;;;;
16.02.2020 2:00;-14.6;721.5;780.3;;64;Ветер, дующий с юго-востока;1;;;Облаков нет.; ;;;;;;;;;;;-20.0;;;;;;
16.02.2020 5:00;-16.7;721.6;780.9;;71;Ветер, дующий с юго-востока;1;;;Облаков нет.; ;;;;;;;;;;;-20.8;;;;;;
16.02.2020 8:00;-18.1;721.7;781.3;;77;Ветер, дующий с востоко-юго-востока;3;;;Облаков нет.; ;;;-18.4;;;;;;;;-21.2;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;26.0
16.02.2020 11:00;-14.7;721.7;780.6;;65;Ветер, дующий с юго-юго-востока;2;;;20–30%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;Облака покрывали половину неба или менее в течение всего соответствующего периода.;Облака покрывали половину неба или менее в течение всего соответствующего периода.;-19.5;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";4.0;-19.8;;;;;;
16.02.2020 14:00;-12.6;721.3;779.5;;62;Ветер, дующий с северо-востока;2;;;Облаков нет.; ;;;;;;;;;;10.0;-18.4;;;;;;
16.02.2020 17:00;-11.9;721.8;780.0;;60;Ветер, дующий с севера;1;;;Облаков нет.; ;;;;;;;;;;20.0;-18.2;;;;;;
16.02.2020 20:00;-14.6;722.8;781.7;;63;Ветер, дующий с западо-северо-запада;2;;;40%.; ;;;;-10.8;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;;-20.1;Осадков нет;12;;;;
16.02.2020 23:00;-12.8;723.5;782.1;;60;Ветер, дующий с запада;2;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-19.0;;;;;;
17.02.2020 2:00;-12.9;723.7;782.3;;61;Ветер, дующий с западо-северо-запада;2;;;Облаков нет.; ;;;;;;;;;;;-19.0;;;;;;
17.02.2020 5:00;-12.5;723.6;782.1;;67;Ветер, дующий с запада;1;;;Облаков нет.; ;;;;;;;;;;;-17.5;;;;;;
17.02.2020 8:00;-13.0;723.3;781.9;;73;Ветер, дующий с юго-юго-запада;1;;;20–30%.; ;;;-15.3;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-16.8;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;26.0
17.02.2020 11:00;-13.7;723.0;781.7;;65;Ветер, дующий с юго-востока;1;;;10%  или менее, но не 0;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;Облака покрывали половину неба или менее в течение всего соответствующего периода.;Облака покрывали половину неба или менее в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";4.0;-19.0;;;;;;
17.02.2020 14:00;-9.6;722.2;779.8;;60;Ветер, дующий с востоко-северо-востока;3;;;Облаков нет.; ;;;;;;;;;;10.0;-16.0;;;;;;
17.02.2020 17:00;-9.3;721.3;778.8;;64;Ветер, дующий с востока;2;;;Облаков нет.; ;;;;;;;;;;10.0;-14.9;;;;;;
17.02.2020 20:00;-11.1;720.7;778.6;;68;Ветер, дующий с востоко-юго-востока;2;;;Облаков нет.; ;;;;-8.6;;;;;;;-15.9;Осадков нет;12;;;;
17.02.2020 23:00;-14.8;720.4;779.2;;71;Ветер, дующий с востока;3;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-18.9;;;;;;
18.02.2020 2:00;-15.0;719.4;778.1;;72;Ветер, дующий с востока;5;;;10%  или менее, но не 0; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-19.0;;;;;;
18.02.2020 5:00;-16.9;718.6;777.7;;80;Ветер, дующий с востоко-юго-востока;4;;;Облаков нет.; ;;;;;;;;;;;-19.6;;;;;;
18.02.2020 8:00;-18.6;718.0;777.5;;79;Ветер, дующий с востока;3;;;20–30%.; ;;;-18.6;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-21.4;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;26.0
18.02.2020 11:00;-14.9;717.7;776.2;;77;Ветер, дующий с востока;3;;;70 – 80%.; ;;;-19.0;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";10.0;-18.0;;;;;;
18.02.2020 14:00;-9.6;716.3;773.5;;69;Ветер, дующий с востока;3;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;10.0;-14.3;;;;;;
18.02.2020 17:00;-8.2;715.0;771.8;;65;Ветер, дующий с востока;3;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;20.0;-13.7;;;;;;
18.02.2020 20:00;-12.1;714.6;772.3;;67;Ветер, дующий с северо-востока;3;;;20–30%.; ;;;;-7.9;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-17.1;Осадков нет;12;;;;
18.02.2020 23:00;-13.2;714.3;772.2;;71;Ветер, дующий с юго-запада;1;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-17.4;;;;;;
19.02.2020 2:00;-15.9;713.5;772.0;;78;Ветер, дующий с востоко-юго-востока;3;;;Облаков нет.; ;;;;;;;;;;;-18.9;;;;;;
19.02.2020 5:00;-15.4;713.5;771.8;;83;Ветер, дующий с юго-юго-востока;2;;;Облаков нет.; ;;;;;;;;;;;-17.6;;;;;;
19.02.2020 8:00;-17.3;714.0;772.8;;80;Штиль, безветрие;0;;;20–30%.; ;;;-18.7;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-19.9;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;26.0
19.02.2020 11:00;-12.9;714.6;772.4;;81;Ветер, дующий с юга;1;;;50%.;Дымка. ;Облака покрывали половину неба или менее в течение всего соответствующего периода.;Облака покрывали половину неба или менее в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";4.0;-15.5;;;;;;
19.02.2020 14:00;-9.5;714.3;771.3;;67;Ветер, дующий с западо-юго-запада;1;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;10.0;-14.5;;;;;;
19.02.2020 17:00;-9.6;714.0;771.0;;64;Ветер, дующий с юго-запада;1;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;20–30%.;600-1000;Высокослоистые непросвечивающие или слоисто-дождевые.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;20.0;-15.2;;;;;;
19.02.2020 20:00;-10.7;714.3;771.6;;77;Ветер, дующий с западо-северо-запада;2;;;100%.; ;;;;-8.4;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;50%.;600-1000;Высокослоистые непросвечивающие или слоисто-дождевые.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;;-14.0;Осадков нет;12;;;;
19.02.2020 23:00;-11.3;714.1;771.4;;87;Ветер, дующий с юга;1;;;70 – 80%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;40%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;;-13.1;;;;;;
20.02.2020 2:00;-12.9;714.0;771.8;;84;Штиль, безветрие;0;;;20–30%.;Ливневый снег или ливневый дождь и снег. ;Ливень (ливни).;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-15.0;;;;;;
20.02.2020 5:00;-13.2;714.0;771.8;;84;Ветер, дующий с юго-востока;2;;;50%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-15.4;;;;;;
