Местное время в Алыгджере;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
12.01.2020 2:00;-23.3;688.6;779.5;;90;Ветер, дующий с северо-запада;2;;;Облаков нет.; ;;;;;;;;;;;-24.5;;;;;;
12.01.2020 8:00;-24.7;687.7;779.1;;90;Ветер, дующий с северо-запада;2;;;Облаков нет.; ;;;-25.9;;;;;;;;-25.9;Осадков нет;12;;;Сухой рассыпчатый снег покрывает меньше половины поверхности почвы.;Снежный покров не постоянный.
12.01.2020 14:00;-14.9;684.4;771.6;;70;Ветер, дующий с востоко-юго-востока;2;;;Облаков нет.; ;;;;;;;;;;50.0;-19.2;;;;;;
12.01.2020 20:00;-13.0;683.2;769.7;;65;Ветер, дующий с юго-востока;6;10;10;Облаков нет.; ;;;;-12.4;;;;;;;-18.2;Осадков нет;12;;;;
13.01.2020 2:00;-14.5;682.8;769.7;;70;Ветер, дующий с юго-юго-востока;10;14;14;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-18.8;;;;;;
13.01.2020 8:00;-13.5;682.3;768.9;;65;Ветер, дующий с юго-юго-востока;12;14;14;100%.; ;;;-14.7;;Слоисто-кучевые, образовавшиеся не из кучевых.;10%  или менее, но не 0;1000-1500;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;;-18.7;Осадков нет;12;;;Сухой рассыпчатый снег покрывает меньше половины поверхности почвы.;Снежный покров не постоянный.
13.01.2020 14:00;-9.7;682.0;767.2;;57;Ветер, дующий с юго-востока;6;10;12;60%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-16.8;;;;;;
13.01.2020 20:00;-10.7;682.3;767.9;;55;Ветер, дующий с юго-юго-востока;4;;;Облаков нет.; ;;;;-9.5;;;;;;;-18.0;Осадков нет;12;;;;
14.01.2020 2:00;-11.6;682.8;768.7;;60;Ветер, дующий с юго-юго-востока;4;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-17.8;;;;;;
14.01.2020 8:00;-12.6;682.0;768.1;;60;Ветер, дующий с юго-юго-востока;6;;;100%.; ;;;-13.1;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";;;-18.8;Осадков нет;12;;;Сухой рассыпчатый снег покрывает меньше половины поверхности почвы.;Снежный покров не постоянный.
14.01.2020 14:00;-8.6;682.6;767.5;;54;Ветер, дующий с юго-юго-востока;4;;10;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1000-1500;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;50.0;-16.4;;;;;;
14.01.2020 20:00;-7.0;684.4;769.0;;51;Ветер, дующий с юга;2;;;50%.; ;;;;-5.4;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-15.6;Осадков нет;12;;;;
15.01.2020 2:00;-9.9;685.6;771.3;;53;Ветер, дующий с юго-востока;2;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-17.8;;;;;;
15.01.2020 8:00;-12.9;686.5;773.3;;70;Ветер, дующий с юга;2;;;70 – 80%.; ;;;-13.1;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;50%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-17.2;Осадков нет;12;;;Сухой рассыпчатый снег покрывает меньше половины поверхности почвы.;Снежный покров не постоянный.
15.01.2020 14:00;-9.0;685.9;771.3;;65;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1000-1500;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;50.0;-14.5;;;;;;
15.01.2020 20:00;-8.5;686.2;771.5;;63;Ветер, дующий с юго-юго-востока;2;;;40%.; ;;;;-8.3;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-14.4;Осадков нет;12;;;;
16.01.2020 2:00;-11.0;686.2;772.4;;70;Ветер, дующий с юго-юго-востока;4;;;50%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-15.4;;;;;;
16.01.2020 8:00;-12.7;686.0;772.7;;70;Ветер, дующий с юго-юго-востока;4;;10;100%.; ;;;-13.5;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;;-17.0;Осадков нет;12;;;Сухой рассыпчатый снег покрывает меньше половины поверхности почвы.;Снежный покров не постоянный.
16.01.2020 14:00;-8.4;685.7;770.9;;63;Ветер, дующий с востока;2;;;100%.; ;;;-14.1;;Слоисто-кучевые, образовавшиеся не из кучевых.;40%.;1000-1500;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";50.0;-14.2;;;;;;
16.01.2020 20:00;-6.7;685.6;770.2;;52;Ветер, дующий с юго-юго-востока;2;;;Облаков нет.; ;;;;-6.4;;;;;;;-15.1;Осадков нет;12;;;;
17.01.2020 2:00;-12.5;685.6;772.1;;71;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;-16.8;;;;;;
17.01.2020 8:00;-17.3;685.3;773.6;;90;Штиль, безветрие;0;;;100%.; ;;;-19.5;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;;-18.5;Осадков нет;12;;;Сухой рассыпчатый снег покрывает меньше половины поверхности почвы.;Снежный покров не постоянный.
17.01.2020 14:00;-14.0;684.1;771.1;;85;Штиль, безветрие;0;;;70 – 80%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.;50.0;-16.0;;;;;;
17.01.2020 20:00;-9.0;681.7;766.6;;53;Ветер, дующий с юго-юго-востока;6;10;10;Облаков нет.; ;;;;-8.8;;;;;;;-17.0;Осадков нет;12;;;;
18.01.2020 2:00;-8.8;679.3;763.9;;43;Ветер, дующий с юга;10;14;14;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;;-19.2;;;;;;
18.01.2020 8:00;-8.4;675.9;759.8;;49;Ветер, дующий с юго-юго-запада;6;;14;100%.; ;;;-9.9;;Слоисто-кучевые, образовавшиеся не из кучевых.;50%.;1000-1500;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;;-17.4;Осадков нет;12;;;Сухой рассыпчатый снег покрывает меньше половины поверхности почвы.;Снежный покров не постоянный.
18.01.2020 14:00;-5.2;675.3;758.1;;42;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";50.0;-16.2;;;;;;
18.01.2020 20:00;-17.0;677.9;761.8;;89;Ветер, дующий с юга;2;;;40%.; ;;;;-4.4;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;40%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистых, перисто-кучевых или перисто-слоистых нет.;;-18.4;Осадков нет;12;;;;
19.01.2020 2:00;-7.8;680.6;764.9;;45;Ветер, дующий с юго-юго-запада;2;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистых, перисто-кучевых или перисто-слоистых нет.;;-17.7;;;;;;
19.01.2020 8:00;-19.4;684.4;773.4;;60;Штиль, безветрие;0;;;Облаков нет.; ;;;-19.6;;;;;;;;-25.2;Осадков нет;12;;;Сухой рассыпчатый снег покрывает меньше половины поверхности почвы.;Снежный покров не постоянный.
19.01.2020 14:00;-10.5;681.7;767.1;;40;Ветер, дующий с юго-юго-востока;8;10;10;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.;50.0;-21.5;;;;;;
19.01.2020 20:00;-8.9;676.3;760.5;;44;Ветер, дующий с востока;4;;10;100%.; ;;;;-8.7;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;1000-1500;;;;-19.0;Осадков нет;12;;;;
20.01.2020 2:00;-7.4;673.6;757.0;;47;Ветер, дующий с юга;6;10;10;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-17.0;;;;;;
20.01.2020 8:00;-14.0;672.7;758.2;;70;Штиль, безветрие;0;;;40%.; ;;;-15.0;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-18.3;Осадков нет;12;;;Сухой рассыпчатый снег покрывает меньше половины поверхности почвы.;Снежный покров не постоянный.
20.01.2020 14:00;-6.5;675.0;758.2;;39;Ветер, дующий с юго-юго-запада;2;;;100%.; ;;;-16.0;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-18.2;;;;;;
20.01.2020 20:00;-13.3;679.4;765.5;;40;Ветер, дующий с юго-юго-запада;2;;;20–30%.; ;;;;-5.9;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистых, перисто-кучевых или перисто-слоистых нет.;;-24.1;Осадков нет;12;;;;
21.01.2020 2:00;-13.9;680.3;766.7;;40;Ветер, дующий с юга;4;;;Облаков нет.; ;;;;;;;;;;;-24.6;;;;;;
21.01.2020 8:00;-15.0;680.6;767.5;;40;Ветер, дующий с юго-запада;4;;;Облаков нет.; ;;;;;;;;;;;-25.6;Осадков нет;12;;;Сухой рассыпчатый снег покрывает меньше половины поверхности почвы.;Снежный покров не постоянный.
21.01.2020 14:00;-11.0;678.4;763.6;;35;Ветер, дующий с юго-юго-востока;6;10;10;10%  или менее, но не 0; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;10%  или менее, но не 0;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-23.5;;;;;;
21.01.2020 20:00;-11.1;676.9;761.8;;40;Ветер, дующий с юго-юго-запада;6;;;100%.; ;;;;-10.5;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;1000-1500;;;;-22.1;Осадков нет;12;;;;
22.01.2020 2:00;-12.0;676.5;761.8;;45;Ветер, дующий с юга;2;;10;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-21.5;;;;;;
22.01.2020 8:00;-12.5;678.7;764.5;;45;Ветер, дующий с юго-юго-запада;4;;;20–30%.; ;;;-13.5;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-22.0;Осадков нет;12;;;Сухой рассыпчатый снег покрывает меньше половины поверхности почвы.;Снежный покров не постоянный.
22.01.2020 14:00;-10.0;681.5;766.8;;37;Ветер, дующий с юго-юго-запада;4;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-22.1;;;;;;
22.01.2020 20:00;-11.6;684.7;771.0;;40;Ветер, дующий с юго-юго-запада;4;;;Облаков нет.; ;;;;-9.4;;;;;;;-22.5;Осадков нет;12;;;;
23.01.2020 2:00;-17.3;685.7;774.0;;50;Ветер, дующий с востоко-юго-востока;4;;;Облаков нет.; ;;;;;;;;;;;-25.3;;;;;;
23.01.2020 8:00;-23.1;685.9;776.4;;74;Штиль, безветрие;0;;;50%.; ;;;-23.5;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;50%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-26.4;Осадков нет;12;;;Сухой рассыпчатый снег покрывает меньше половины поверхности почвы.;Снежный покров не постоянный.
23.01.2020 14:00;-8.9;685.0;770.2;;53;Ветер, дующий с юга;4;;10;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;50%.;1000-1500;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.;50.0;-16.8;;;;;;
23.01.2020 20:00;-6.5;684.8;769.3;;50;Ветер, дующий с юго-запада;4;;;100%.; ;;;;-6.0;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;1000-1500;;;;-15.4;Осадков нет;12;;;;
24.01.2020 2:00;-12.0;684.5;770.8;;70;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;;-16.4;;;;;;
24.01.2020 8:00;-8.0;685.9;768.4;;61;Ветер, дующий с юга;2;;;100%.; ;;;-12.5;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;;-14.2;Осадков нет;12;;;Сухой рассыпчатый снег покрывает меньше половины поверхности почвы.;Снежный покров не постоянный.
24.01.2020 14:00;-3.1;683.1;766.2;;47;Ветер, дующий с юга;4;;14;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;60%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-12.9;;;;;;
24.01.2020 20:00;-3.5;682.8;766.0;;52;Ветер, дующий с юга;2;;;100%.; ;;;;-2.3;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;1000-1500;;;;-12.0;Осадков нет;12;;;;
25.01.2020 2:00;-5.3;696.9;765.6;;46;Ветер, дующий с юга;4;;10;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-15.1;;;;;;
25.01.2020 8:00;-1.8;681.0;763.4;;45;Ветер, дующий с юго-юго-востока;6;10;10;100%.; ;;;-5.7;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-12.2;Осадков нет;12;;;Сухой рассыпчатый снег покрывает меньше половины поверхности почвы.;Снежный покров не постоянный.
25.01.2020 14:00;-1.0;679.0;760.9;;44;Ветер, дующий с юго-юго-востока;4;;10;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;1000-1500;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;50.0;-11.8;;;;;;
25.01.2020 20:00;0.5;678.1;759.5;;33;Ветер, дующий с юга;6;10;10;100%.; ;;;;3.0;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;1000-1500;;;;-13.9;Осадков нет;12;;;;
26.01.2020 2:00;0.1;679.7;761.3;;34;Ветер, дующий с юга;4;;10;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-14.2;;;;;;
26.01.2020 8:00;-2.9;680.2;762.9;;44;Ветер, дующий с юга;4;;10;50%.; ;;;-4.0;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-13.7;Осадков нет;12;;;Сухой рассыпчатый снег покрывает меньше половины поверхности почвы.;Снежный покров не постоянный.
26.01.2020 14:00;-1.8;680.1;762.4;;44;Штиль, безветрие;0;;;40%.; ;;;-6.7;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";50.0;-12.7;;;;;;
26.01.2020 20:00;-3.9;682.0;765.2;;49;Штиль, безветрие;0;;;70 – 80%.; ;;;;0.5;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-13.2;Осадков нет;12;;;;
27.01.2020 2:00;-8.3;684.1;769.0;;72;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;-12.5;;;;;;
27.01.2020 8:00;-16.6;685.6;773.7;;95;Штиль, безветрие;0;;;Облаков нет.; ;;;-16.8;;;;;;;;-17.2;Осадков нет;12;;;Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.;Снежный покров не постоянный.
27.01.2020 14:00;-9.7;685.4;771.1;;69;Штиль, безветрие;0;;;Облаков нет.; ;;;-19.0;;;;;;;50.0;-14.4;;;;;;
27.01.2020 20:00;-15.9;684.6;772.3;;95;Штиль, безветрие;0;;;Облаков нет.; ;;;;-6.7;;;;;;;-16.5;Осадков нет;12;;;;
28.01.2020 2:00;-18.5;684.2;772.8;;100;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;-18.5;;;;;;
28.01.2020 8:00;-20.0;683.4;772.3;;95;Ветер, дующий с северо-востока;2;;;Облаков нет.; ;;;-20.1;;;;;;;;-20.6;Осадков нет;12;;;Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.;Снежный покров не постоянный.
28.01.2020 14:00;-8.2;683.0;767.8;;67;Штиль, безветрие;0;;;20–30%.; ;;;-20.4;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";50.0;-13.4;;;;;;
28.01.2020 20:00;-11.1;682.6;768.3;;85;Штиль, безветрие;0;;;40%.; ;;;;-6.0;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;40%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-13.1;Осадков нет;12;;;;
29.01.2020 2:00;-14.3;682.0;768.7;;90;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;-15.6;;;;;;
29.01.2020 8:00;-19.7;680.2;768.7;;95;Штиль, безветрие;0;;;40%.; ;;;-19.9;;Слоисто-кучевые, образовавшиеся не из кучевых.;40%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-20.3;Осадков нет;12;;;Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.;Снежный покров не постоянный.
29.01.2020 14:00;-12.4;679.6;765.1;;90;Штиль, безветрие;0;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";50.0;-13.7;;;;;;
29.01.2020 20:00;-10.5;681.4;766.7;;90;Штиль, безветрие;0;;;100%.; ;;;;-10.3;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;-11.8;Осадков нет;12;;;;
30.01.2020 2:00;-16.4;683.8;771.5;;45;Ветер, дующий с юго-запада;2;;;Облаков нет.; ;;;;;;;;;;;-25.6;;;;;;
30.01.2020 8:00;-14.0;685.6;772.7;;70;Ветер, дующий с юга;4;;;70 – 80%.; ;;;-17.5;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-18.3;Осадков нет;12;;;Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.;Снежный покров не постоянный.
30.01.2020 14:00;-9.4;687.7;773.5;;39;Штиль, безветрие;0;;;40%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-20.9;;;;;;
