Местное время в Нерое;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
19.12.2019 2:00;-17.2;698.0;;;85;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
19.12.2019 8:00;-15.9;695.0;;;90;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;-17.4;;;;;;;;;0.8;12;;;;
19.12.2019 14:00;-10.9;695.0;;;85;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
19.12.2019 20:00;-10.8;693.0;;;90;Штиль, безветрие;0;;;100%.; ;;;;-10.2;;;;;;;;2.0;12;;;;
20.12.2019 2:00;-9.3;692.0;;;91;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;;;;;;;;;;;;;;
20.12.2019 8:00;-10.3;692.0;;;95;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-10.9;;;;;;;;;2.0;12;;;;
20.12.2019 14:00;-7.7;691.0;;;87;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;-11.8;;;;;;;50.0;;;;;;;
20.12.2019 20:00;-9.8;691.0;;;91;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;-6.9;;;;;;;;0.7;12;;;;
21.12.2019 2:00;-11.4;691.0;;;90;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;;;;;;;;;;;;;;
21.12.2019 8:00;-13.5;691.0;;;95;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;-13.7;;;;;;;;;2.0;12;;;;
21.12.2019 14:00;-9.7;691.0;;;85;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
21.12.2019 20:00;-11.8;691.7;766.9;;95;Штиль, безветрие;0;;;100%.;Ливневая снежная крупа или небольшой град с дождем или без него, или дождь со снегом слабые в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;-8.6;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;-12.4;0.4;12;;;;
22.12.2019 2:00;-21.6;693.0;;;90;Штиль, безветрие;0;;;40%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
22.12.2019 8:00;-28.9;693.0;;;84;Штиль, безветрие;0;;;Облаков нет.; ;;;-29.0;;;;;;;;;0.3;12;;;;
22.12.2019 14:00;-22.1;692.0;;;79;Штиль, безветрие;0;;;100%.; ;;;-29.8;;;;;;;50.0;;;;;;;
22.12.2019 20:00;-25.8;693.0;;;85;Штиль, безветрие;0;;;70 – 80%.; ;;;;-19.8;;;;;;;;Осадков нет;12;;;;
23.12.2019 2:00;-22.4;694.0;;;85;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
23.12.2019 8:00;-21.7;695.0;;;85;Штиль, безветрие;0;;;100%.; ;;;-26.3;;;;;;;;;Осадков нет;12;;;;
23.12.2019 14:00;-16.1;695.0;;;80;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
23.12.2019 20:00;-16.6;695.0;;;90;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;-13.4;;;;;;;;0.3;12;;;;
24.12.2019 2:00;-17.8;696.0;;;90;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
24.12.2019 8:00;-21.3;696.0;;;95;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-22.4;;;;;;;;;1.0;12;;;;
24.12.2019 14:00;-14.2;696.0;;;80;Штиль, безветрие;0;;;40%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
24.12.2019 20:00;-24.6;697.0;;;79;Штиль, безветрие;0;;;Облаков нет.; ;;;;-12.3;;;;;;;;0.2;12;;;;
25.12.2019 2:00;-22.4;696.0;;;85;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
25.12.2019 8:00;-22.7;695.0;;;84;Штиль, безветрие;0;;;100%.; ;;;-25.3;;;;;;;;;Осадков нет;12;;;;
25.12.2019 14:00;-19.4;693.0;;;75;Штиль, безветрие;0;;;100%.; ;;;-28.2;;;;;;;50.0;;;;;;;
25.12.2019 20:00;-19.3;689.0;;;85;Штиль, безветрие;0;;;100%.; ;;;;-18.2;;;;;;;;Осадков нет;12;;;;
26.12.2019 2:00;-20.2;687.0;;;85;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
26.12.2019 8:00;-19.2;687.0;;;90;Штиль, безветрие;0;;;20–30%.;Состояние неба в общем не изменилось. ;;;-20.4;;;;;;;;;0.2;12;;;;
26.12.2019 14:00;-12.0;687.0;;;90;Ветер, дующий с северо-запада;2;;;100%.;Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ;;;;;;;;;;4.0;;;;;;;
26.12.2019 20:00;-12.3;688.0;;;87;Ветер, дующий с севера;2;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;-10.4;;;;;;;;4.0;12;;;;
27.12.2019 2:00;-15.4;688.0;;;90;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;;;;;;;;;;;;;;
27.12.2019 8:00;-19.2;689.0;;;85;Ветер, дующий с севера;2;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;-19.3;;;;;;;;;2.0;12;;;;
27.12.2019 14:00;-22.0;692.0;;;79;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;-22.5;;;;;;;50.0;;;;;;;
27.12.2019 20:00;-27.3;695.0;;;84;Штиль, безветрие;0;;;100%.; ;;;;-19.0;;;;;;;;0.4;12;;;;
28.12.2019 2:00;-26.6;696.0;;;85;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
28.12.2019 8:00;-29.1;698.0;;;79;Ветер, дующий с северо-востока;2;;;50%.;Снег непрерывный слабый в срок наблюдения. ;;;-29.7;;;;;;;;;0.5;12;;;;
28.12.2019 14:00;-26.8;702.0;;;79;Ветер, дующий с юго-запада;2;;;40%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
28.12.2019 20:00;-31.6;703.0;;;80;Штиль, безветрие;0;;;60%.; ;;;;-24.9;;;;;;;;0.2;12;;;;
29.12.2019 2:00;-37.4;703.0;;;81;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
29.12.2019 8:00;;702.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;-41.4;;;;;;;;;Осадков нет;12;;;;
29.12.2019 14:00;-30.7;700.0;;;76;Штиль, безветрие;0;;;Облаков нет.; ;;;-42.6;;;;;;;50.0;;;;;;;
29.12.2019 20:00;-35.1;697.6;781.8;;72;Штиль, безветрие;0;;;Облаков нет.; ;;;;-28.7;;;;;;;-38.4;Осадков нет;12;;;;
30.12.2019 2:00;;696.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
30.12.2019 8:00;;695.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;-36.8;;;;;;;;;Осадков нет;12;;;;
30.12.2019 14:00;;696.0;;;;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
30.12.2019 20:00;-23.5;695.0;;;84;Штиль, безветрие;0;;;100%.; ;;;;-22.3;;;;;;;;Осадков нет;12;;;;
31.12.2019 2:00;-20.9;692.0;;;90;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;;;;;;;;;;;;;;
31.12.2019 8:00;-18.1;692.0;;;95;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-23.6;;;;;;;;;2.0;12;;;;
31.12.2019 14:00;-13.0;693.0;;;95;Штиль, безветрие;0;;;100%.;Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ;;;;;;;;;;4.0;;;;;;;
31.12.2019 20:00;-17.3;694.0;;;90;Штиль, безветрие;0;;;40%.;Состояние неба в общем не изменилось. ;;;;-11.2;;;;;;;;3.0;12;;;;
01.01.2020 2:00;-22.9;695.0;;;89;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
01.01.2020 8:00;-21.3;696.0;;;90;Штиль, безветрие;0;;;100%.; ;;;-23.4;;;;;;;;;Осадков нет;12;;;;
01.01.2020 14:00;-13.8;696.0;;;80;Штиль, безветрие;0;;;60%.; ;;;;;;;;;;50.0;;;;;;;
01.01.2020 20:00;-16.8;696.0;;;90;Штиль, безветрие;0;;;100%.; ;;;;-12.5;;;;;;;;Осадков нет;12;;;;
02.01.2020 2:00;-17.2;696.0;;;90;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
02.01.2020 8:00;-16.9;695.0;;;90;Штиль, безветрие;0;;;100%.; ;;;-17.2;;;;;;;;;Осадков нет;12;;;;
02.01.2020 14:00;-11.7;694.0;;;85;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
03.01.2020 2:00;-13.8;694.3;770.5;;90;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-15.1;;;;;;
03.01.2020 8:00;-14.6;694.5;770.9;;90;Штиль, безветрие;0;;;100%.; ;;;-14.9;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-15.9;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;45.0
03.01.2020 14:00;-9.1;694.0;;;85;Штиль, безветрие;0;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
03.01.2020 20:00;-13.4;694.0;;;88;Штиль, безветрие;0;;;100%.; ;;;;-7.9;;;;;;;;Осадков нет;12;;;;
04.01.2020 2:00;-21.9;695.0;;;89;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
04.01.2020 8:00;;695.0;;;;Штиль, безветрие;0;;;20–30%.; ;;;-24.8;;;;;;;;;Осадков нет;12;;;;
04.01.2020 14:00;-15.9;695.0;;;90;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;-25.4;;;;;;;50.0;;;;;;;
04.01.2020 20:00;-13.6;696.0;;;90;Штиль, безветрие;0;;;60%.; ;;;;-11.9;;;;;;;;Осадков нет;12;;;;
05.01.2020 2:00;-16.7;697.0;;;90;Штиль, безветрие;0;;;40%.; ;;;;;;;;;;;;;;;;;
05.01.2020 8:00;-17.6;698.0;;;85;Ветер, дующий с юго-запада;2;;;100%.; ;;;-18.2;;;;;;;;;Осадков нет;12;;;;
05.01.2020 14:00;-13.3;698.0;;;85;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
05.01.2020 20:00;-19.5;698.0;;;90;Штиль, безветрие;0;;;20–30%.; ;;;;-11.4;;;;;;;;Осадков нет;12;;;;
06.01.2020 2:00;-20.1;698.0;;;90;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
06.01.2020 8:00;-17.3;698.0;;;90;Штиль, безветрие;0;;;100%.; ;;;-21.8;;;;;;;;;Осадков нет;12;;;;
06.01.2020 14:00;-10.2;698.0;;;80;Штиль, безветрие;0;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
06.01.2020 20:00;-18.6;698.0;;;85;Штиль, безветрие;0;;;20–30%.; ;;;;-8.3;;;;;;;;Осадков нет;12;;;;
07.01.2020 2:00;;699.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
07.01.2020 8:00;;698.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;-28.3;;;;;;;;;Осадков нет;12;;;;
07.01.2020 14:00;-15.8;697.0;;;85;Штиль, безветрие;0;;;Облаков нет.; ;;;-29.2;;;;;;;50.0;;;;;;;
07.01.2020 20:00;;697.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;-12.9;;;;;;;;Осадков нет;12;;;;
08.01.2020 2:00;;698.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
08.01.2020 8:00;;698.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;Осадков нет;12;;;;
08.01.2020 14:00;;699.0;;;;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
08.01.2020 20:00;-17.4;699.0;;;90;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;-17.1;;;;;;;;0.3;12;;;;
09.01.2020 2:00;-17.0;699.0;;;95;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
09.01.2020 8:00;-17.4;698.0;;;95;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;-17.6;;;;;;;;;2.0;12;;;;
09.01.2020 14:00;-13.2;699.0;;;85;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;-20.2;;;;;;;50.0;;;;;;;
09.01.2020 20:00;-13.9;700.0;;;90;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;-11.0;;;;;;;;0.5;12;;;;
10.01.2020 2:00;-20.3;700.0;;;90;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
10.01.2020 8:00;-23.2;701.0;;;90;Штиль, безветрие;0;;;100%.; ;;;-23.4;;;;;;;;;Следы осадков;12;;;;
10.01.2020 14:00;-13.0;700.0;;;80;Штиль, безветрие;0;;;60%.; ;;;-25.7;;;;;;;50.0;;;;;;;
10.01.2020 20:00;-22.3;701.0;;;84;Штиль, безветрие;0;;;20–30%.; ;;;;-12.6;;;;;;;;Осадков нет;12;;;;
11.01.2020 2:00;-27.5;701.0;;;85;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
11.01.2020 8:00;-30.4;701.0;;;85;Штиль, безветрие;0;;;70 – 80%.; ;;;-31.6;;;;;;;;;Осадков нет;12;;;;
11.01.2020 14:00;-22.4;701.0;;;75;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
11.01.2020 20:00;-25.5;700.0;;;85;Штиль, безветрие;0;;;Облаков нет.; ;;;;-18.4;;;;;;;;Осадков нет;12;;;;
12.01.2020 2:00;;699.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
12.01.2020 8:00;;698.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;-36.0;;;;;;;;;Осадков нет;12;;;;
12.01.2020 14:00;;695.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
12.01.2020 20:00;;694.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;Осадков нет;12;;;;
13.01.2020 2:00;;694.0;;;;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
13.01.2020 8:00;-26.6;693.0;;;80;Штиль, безветрие;0;;;100%.; ;;;-34.6;;;;;;;;;Осадков нет;12;;;;
13.01.2020 14:00;-18.1;693.0;;;70;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
13.01.2020 20:00;;693.0;;;;Штиль, безветрие;0;;;70 – 80%.; ;;;;-14.4;;;;;;;;Осадков нет;12;;;;
14.01.2020 2:00;-22.1;693.0;;;79;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
14.01.2020 8:00;-24.4;692.0;;;85;Штиль, безветрие;0;;;100%.; ;;;-27.0;;;;;;;;;Осадков нет;12;;;;
14.01.2020 14:00;-17.1;692.0;;;80;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
14.01.2020 20:00;-16.7;695.0;;;90;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;-13.2;;;;;;;;0.3;12;;;;
15.01.2020 2:00;-21.8;695.0;;;90;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
15.01.2020 8:00;-22.5;697.0;;;90;Штиль, безветрие;0;;;100%.; ;;;-23.4;;;;;;;;;0.2;12;;;;
15.01.2020 14:00;-12.8;696.0;;;80;Штиль, безветрие;0;;;100%.; ;;;-23.8;;;;;;;50.0;;;;;;;
15.01.2020 20:00;-19.2;697.0;;;85;Штиль, безветрие;0;;;60%.; ;;;;-12.2;;;;;;;;Осадков нет;12;;;;
16.01.2020 2:00;-24.7;697.0;;;84;Штиль, безветрие;0;;;70 – 80%.; ;;;;;;;;;;;;;;;;;
16.01.2020 8:00;;697.0;;;;Штиль, безветрие;0;;;100%.; ;;;-27.2;;;;;;;;;Осадков нет;12;;;;
16.01.2020 14:00;-16.7;696.0;;;80;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
16.01.2020 20:00;-17.6;695.0;;;85;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;Осадков нет;12;;;;
17.01.2020 2:00;-22.3;696.0;;;79;Ветер, дующий с запада;2;;;20–30%.; ;;;;;;;;;;;;;;;;;
17.01.2020 8:00;-26.9;695.0;;;85;Штиль, безветрие;0;;;20–30%.; ;;;-27.1;;;;;;;;;Осадков нет;12;;;;
17.01.2020 14:00;-19.7;694.0;;;75;Ветер, дующий с юго-запада;2;;;20–30%.; ;;;-19.2;;;;;;;50.0;;;;;;;
17.01.2020 20:00;-22.8;692.0;;;87;Штиль, безветрие;0;;;Облаков нет.; ;;;;-16.6;;;;;;;;Осадков нет;12;;;;
18.01.2020 2:00;-24.3;689.0;;;85;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
18.01.2020 8:00;-22.1;685.0;;;84;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;Осадков нет;12;;;;
18.01.2020 14:00;-14.4;685.0;;;80;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
18.01.2020 20:00;-10.1;687.0;;;65;Ветер, дующий с юго-запада;2;;;60%.; ;;;;-4.4;;;;;;;;Осадков нет;12;;;;
19.01.2020 2:00;-13.8;690.0;;;85;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
19.01.2020 8:00;-29.0;696.0;;;80;Штиль, безветрие;0;;;Облаков нет.; ;;;-29.1;;;;;;;;;0.6;12;;;;
19.01.2020 14:00;-19.7;692.0;;;65;Штиль, безветрие;0;;;100%.; ;;;-33.7;;;;;;;50.0;;;;;;;
19.01.2020 20:00;-22.1;686.0;;;69;Штиль, безветрие;0;;;100%.; ;;;;-16.3;;;;;;;;Осадков нет;12;;;;
20.01.2020 2:00;-19.2;683.0;;;80;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
20.01.2020 8:00;-22.3;;;;82;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;-23.8;;;;;;;;;0.2;12;;;;
20.01.2020 14:00;-12.3;687.0;;;70;Штиль, безветрие;0;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
20.01.2020 20:00;-23.2;690.0;;;75;Штиль, безветрие;0;;;40%.; ;;;;-9.4;;;;;;;;0.3;12;;;;
21.01.2020 2:00;-31.9;691.0;;;74;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
21.01.2020 8:00;-35.2;691.0;;;75;Штиль, безветрие;0;;;Облаков нет.; ;;;-35.3;;;;;;;;;Осадков нет;12;;;;
21.01.2020 14:00;-22.4;689.0;;;70;Штиль, безветрие;0;;;60%.; ;;;;;;;;;;50.0;;;;;;;
21.01.2020 20:00;-22.7;688.0;;;84;Штиль, безветрие;0;;;Облаков нет.; ;;;;-12.9;;;;;;;;Осадков нет;12;;;;
22.01.2020 2:00;-23.7;687.0;;;80;Ветер, дующий с запада;2;;;100%.; ;;;;;;;;;;;;;;;;;
22.01.2020 8:00;-16.1;691.0;;;80;Ветер, дующий с северо-запада;2;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;-28.3;;;;;;;;;0.2;12;;;;
22.01.2020 14:00;-15.2;694.0;;;75;Ветер, дующий с юго-запада;2;;;60%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
22.01.2020 20:00;-24.9;697.0;;;80;Штиль, безветрие;0;;;Облаков нет.; ;;;;-14.0;;;;;;;;Следы осадков;12;;;;
23.01.2020 2:00;-32.9;697.0;;;81;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
23.01.2020 8:00;;697.0;;;;Штиль, безветрие;0;;;70 – 80%.; ;;;-36.4;;;;;;;;;Осадков нет;12;;;;
23.01.2020 14:00;;696.0;;;;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
23.01.2020 20:00;-21.0;696.0;;;80;Штиль, безветрие;0;;;100%.; ;;;;-18.6;;;;;;;;Осадков нет;12;;;;
24.01.2020 2:00;-19.2;695.0;;;85;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
24.01.2020 8:00;-21.8;694.0;;;31;Штиль, безветрие;0;;;60%.; ;;;-21.9;;;;;;;;;Осадков нет;12;;;;
24.01.2020 14:00;-14.8;692.0;;;75;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
24.01.2020 20:00;-11.8;691.0;;;85;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;;-11.0;;;;;;;;Осадков нет;12;;;;
25.01.2020 2:00;-13.4;691.0;;;85;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
25.01.2020 8:00;-16.5;690.0;;;90;Штиль, безветрие;0;;;100%.; ;;;-18.3;;;;;;;;;Осадков нет;12;;;;
25.01.2020 14:00;-10.4;689.0;;;85;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
25.01.2020 20:00;-14.6;687.0;;;80;Штиль, безветрие;0;;;100%.; ;;;;-6.4;;;;;;;;Осадков нет;12;;;;
26.01.2020 2:00;-11.4;688.0;;;90;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;;;;;;;;
26.01.2020 8:00;-12.6;690.0;;;95;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;-15.2;;;;;;;;;0.2;12;;;;
26.01.2020 14:00;-3.1;690.0;;;75;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
26.01.2020 20:00;-7.2;692.0;;;90;Штиль, безветрие;0;;;100%.; ;;;;-2.1;;;;;;;;Осадков нет;12;;;;
27.01.2020 2:00;-10.4;694.0;;;95;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
27.01.2020 8:00;-18.6;696.0;;;95;Штиль, безветрие;0;;;Облаков нет.; ;;;-18.7;;;;;;;;;1.0;12;;;;
27.01.2020 14:00;-9.5;696.0;;;79;Штиль, безветрие;0;;;20–30%.; ;;;-22.6;;;;;;;50.0;;;;;;;
27.01.2020 20:00;-14.8;695.0;;;90;Штиль, безветрие;0;;;Облаков нет.; ;;;;-5.6;;;;;;;;Осадков нет;12;;;;
28.01.2020 2:00;-23.3;694.0;;;85;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
28.01.2020 8:00;;694.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;-28.0;;;;;;;;;Осадков нет;12;;;;
28.01.2020 14:00;;693.0;;;;Штиль, безветрие;0;;;70 – 80%.; ;;;-29.3;;;;;;;50.0;;;;;;;
28.01.2020 20:00;-12.7;693.0;;;85;Штиль, безветрие;0;;;100%.; ;;;;-8.5;;;;;;;;Осадков нет;12;;;;
29.01.2020 2:00;;693.0;;;;Штиль, безветрие;0;;;20–30%.; ;;;;;;;;;;;;;;;;;
29.01.2020 8:00;-19.0;690.0;;;90;Штиль, безветрие;0;;;40%.; ;;;-21.8;;;;;;;;;Осадков нет;12;;;;
29.01.2020 14:00;-11.5;691.0;;;69;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
29.01.2020 20:00;-8.7;692.0;;;92;Штиль, безветрие;0;;;100%.;Ливневый снег или ливневый дождь и снег. ;;;;-8.1;;;;;;;;0.8;12;;;;
30.01.2020 2:00;-20.3;695.0;;;85;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
30.01.2020 8:00;-23.1;698.0;;;77;Штиль, безветрие;0;;;60%.; ;;;-23.2;;;;;;;;;Осадков нет;12;;;;
30.01.2020 14:00;-10.2;700.0;;;55;Ветер, дующий с запада;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
30.01.2020 20:00;-20.3;702.0;;;65;Штиль, безветрие;0;;;40%.; ;;;;-9.4;;;;;;;;Осадков нет;12;;;;
31.01.2020 2:00;-32.9;703.0;;;75;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
31.01.2020 8:00;;702.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;-37.8;;;;;;;;;Осадков нет;12;;;;
31.01.2020 14:00;-25.6;702.0;;;69;Штиль, безветрие;0;;;100%.; ;;;-39.8;;;;;;;50.0;;;;;;;
31.01.2020 20:00;-26.1;701.0;;;70;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;Осадков нет;12;;;;
01.02.2020 2:00;-32.7;703.0;;;74;Штиль, безветрие;0;;;20–30%.; ;;;;;;;;;;;;;;;;;
01.02.2020 8:00;;704.0;;;;Штиль, безветрие;0;;;40%.; ;;;-37.4;;;;;;;;;Осадков нет;12;;;;
01.02.2020 14:00;-20.8;703.0;;;60;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
01.02.2020 20:00;-28.4;702.0;;;70;Штиль, безветрие;0;;;Облаков нет.; ;;;;-13.2;;;;;;;;Осадков нет;12;;;;
02.02.2020 2:00;;702.0;;;;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
02.02.2020 8:00;-31.5;700.0;;;75;Штиль, безветрие;0;;;100%.; ;;;-37.3;;;;;;;;;Осадков нет;12;;;;
02.02.2020 14:00;-18.4;699.0;;;65;Штиль, безветрие;0;;;20–30%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
02.02.2020 20:00;-22.7;699.0;;;70;Штиль, безветрие;0;;;100%.; ;;;;-12.8;;;;;;;;0.3;12;;;;
03.02.2020 2:00;-26.0;699.0;;;85;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;;;;;;;;;;;;;;
03.02.2020 8:00;-37.1;698.0;;;73;Штиль, безветрие;0;;;Облаков нет.;Состояние неба в общем не изменилось. ;;;-37.2;;;;;;;;;0.2;12;;;;
03.02.2020 14:00;-21.2;697.0;;;65;Ветер, дующий с востока;2;;;Облаков нет.; ;;;-38.8;;;;;;;50.0;;;;;;;
