Местное время в Орлинге;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
11.11.2020 20:00;-5.3;737.2;769.6;;95;Ветер, дующий с северо-запада;1;;;40%.;Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ;Ливень (ливни).;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-6.0;0.9;12;;;;
12.11.2020 8:00;-12.0;737.7;771.0;;90;Ветер, дующий с северо-востока;1;;;100%.; ;;;-12.1;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;600-1000;;;;-13.3;Осадков нет;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;17.0
12.11.2020 20:00;-10.0;734.5;767.5;;90;Ветер, дующий с северо-востока;1;;;60%.; ;;;;-5.2;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-11.3;Осадков нет;12;;;;
13.11.2020 8:00;-12.9;731.3;764.5;;90;Ветер, дующий с северо-востока;1;;;100%.; ;;;-13.0;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-14.2;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;17.0
13.11.2020 20:00;-5.7;733.4;765.6;;89;Ветер, дующий с юго-запада;1;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;-5.6;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;-7.2;Следы осадков;12;;;;
14.11.2020 8:00;-8.5;741.7;774.7;;89;Ветер, дующий с западо-северо-запада;1;;;100%.; ;;;-9.5;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-10.0;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;16.0
14.11.2020 20:00;-6.7;743.3;776.1;;89;Ветер, дующий с северо-востока;1;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;-2.6;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-8.3;Следы осадков;12;;;;
15.11.2020 8:00;-14.4;743.4;777.2;;85;Ветер, дующий с северо-востока;1;;;100%.; ;;;-14.4;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;-16.4;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;16.0
15.11.2020 20:00;-16.8;741.7;775.8;;90;Ветер, дующий с юго-востока;1;;;Облаков нет.; ;;;;;;;;;;;-18.1;Осадков нет;12;;;;
16.11.2020 8:00;-19.6;740.2;774.7;;85;Ветер, дующий с северо-запада;1;;;100%.; ;;;-21.0;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;60%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перисто-слоистые, покрывающие все небо.;;-21.5;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;16.0
16.11.2020 20:00;-16.2;741.7;775.7;;85;Ветер, дующий с юго-востока;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;-13.0;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-18.1;Следы осадков;12;;;;
17.11.2020 8:00;-19.5;742.7;777.1;;80;Ветер, дующий с северо-запада;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;-19.5;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;60%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перисто-слоистые, покрывающие все небо.;;-22.1;0.3;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;17.0
17.11.2020 20:00;-19.9;739.8;774.2;;85;Ветер, дующий с востока;1;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-21.8;Следы осадков;12;;;;
18.11.2020 8:00;-21.7;738.4;773.1;;80;Ветер, дующий с северо-востока;1;;;100%.; ;;;-23.3;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;;-24.2;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;17.0
18.11.2020 20:00;-15.6;740.6;774.4;;85;Ветер, дующий с юго-востока;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;-15.6;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перисто-слоистые, покрывающие все небо.;;-17.5;2.0;12;;;;
19.11.2020 8:00;-16.4;741.8;775.9;;85;Ветер, дующий с северо-востока;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;-17.0;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высокослоистые непросвечивающие или слоисто-дождевые.;;;-18.3;0.7;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;20.0
19.11.2020 20:00;-17.0;742.2;776.3;;85;Ветер, дующий с северо-востока;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;50%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перисто-слоистые, покрывающие все небо.;;-18.9;0.3;12;;;;
20.11.2020 8:00;-17.2;742.2;776.3;;85;Ветер, дующий с северо-востока;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые непросвечивающие или слоисто-дождевые.;;;-19.1;0.9;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;21.0
20.11.2020 20:00;-13.6;742.7;776.3;;85;Ветер, дующий с севера;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;-12.3;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые непросвечивающие или слоисто-дождевые.;;;-15.6;0.5;12;;;;
21.11.2020 8:00;-11.4;742.1;775.5;;90;Ветер, дующий с северо-запада;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Снег и/или другие виды твердых осадков;-13.7;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высокослоистые непросвечивающие или слоисто-дождевые.;;;-12.7;0.6;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;22.0
21.11.2020 20:00;-5.5;737.9;770.3;;82;Ветер, дующий с юга;4;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;-5.5;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;-8.1;0.3;12;;;;
22.11.2020 8:00;-6.1;735.3;767.7;;94;Ветер, дующий с северо-запада;2;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;-6.2;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;-6.9;0.9;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;23.0
22.11.2020 20:00;-3.8;737.3;769.5;;91;Ветер, дующий с востока;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;-2.5;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;-5.0;0.3;12;;;;
23.11.2020 8:00;-4.5;736.6;768.8;;96;Ветер, дующий с северо-северо-запада;1;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;-4.6;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;-5.1;3.0;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;28.0
23.11.2020 14:00;-3.2;736.0;768.1;;90;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;10.0;-4.6;;;;;;
23.11.2020 20:00;-3.7;739.2;771.4;;81;Ветер, дующий с западо-северо-запада;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;-3.2;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;-6.6;1.0;12;;;;
24.11.2020 2:00;-5.8;742.0;774.7;;80;Ветер, дующий с востока;1;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;-8.8;;;;;;
24.11.2020 8:00;-6.7;744.1;776.9;;89;Ветер, дующий с северо-запада;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;-7.1;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;-8.3;0.2;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;27.0
24.11.2020 14:00;-5.8;745.5;778.3;;85;Ветер, дующий с юго-востока;2;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;20.0;-8.0;;;;;;
24.11.2020 20:00;-7.7;747.1;780.2;;93;Ветер, дующий с востоко-северо-востока;1;;;100%.;Ливневый снег или ливневый дождь и снег. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;-5.7;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;-8.7;0.5;12;;;;
25.11.2020 2:00;-15.2;748.6;782.8;;85;Ветер, дующий с севера;1;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;50%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-17.2;;;;;;
25.11.2020 8:00;-18.3;750.2;784.9;;80;Ветер, дующий с северо-запада;2;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;-18.3;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;600-1000;;;;-20.9;Следы осадков;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;28.0
25.11.2020 14:00;-13.4;750.4;784.6;;70;Ветер, дующий с северо-запада;1;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-17.7;;;;;;
25.11.2020 20:00;-20.2;751.4;786.4;;85;Штиль, безветрие;0;;;70 – 80%.; ;;;;-13.4;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-22.1;Осадков нет;12;;;;
26.11.2020 2:00;-25.0;752.4;788.2;;80;Штиль, безветрие;0;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-27.4;;;;;;
26.11.2020 8:00;-25.6;753.0;788.9;;80;Ветер, дующий с востока;1;;;70 – 80%.; ;;;-27.2;;Слоисто-кучевые, образовавшиеся не из кучевых.;50%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-28.1;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;26.0
26.11.2020 14:00;-19.2;752.9;787.9;;80;Ветер, дующий с юго-востока;1;;;60%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;60%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;-21.8;;;;;;
26.11.2020 20:00;-20.1;753.5;788.5;;80;Ветер, дующий с юго-востока;2;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;-18.9;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-22.7;Следы осадков;12;;;;
27.11.2020 2:00;-18.2;753.5;788.3;;76;Ветер, дующий с юго-востока;3;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;;-21.5;;;;;;
27.11.2020 8:00;-19.1;753.4;788.4;;75;Ветер, дующий с юго-востока;3;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;-19.1;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;50%.;600-1000;Высокослоистые непросвечивающие или слоисто-дождевые.;;;-22.4;Следы осадков;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;25.0
27.11.2020 14:00;-16.1;751.8;771.2;;75;Ветер, дующий с юго-юго-запада;2;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;50%.;600-1000;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;10.0;-19.5;;;;;;
27.11.2020 20:00;-14.7;751.3;785.6;;76;Ветер, дующий с юго-востока;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;-14.7;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;;-18.1;0.2;12;;;;
28.11.2020 2:00;-14.2;750.0;784.1;;80;Ветер, дующий с северо-северо-запада;1;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высокослоистые непросвечивающие или слоисто-дождевые.;;;-16.9;;;;;;
28.11.2020 8:00;-13.8;748.9;783.0;;80;Ветер, дующий с юго-востока;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;-14.7;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;-16.5;Следы осадков;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;25.0
28.11.2020 14:00;-11.7;747.7;781.4;;80;Ветер, дующий с севера;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высокослоистые просвечивающие.;;4.0;-14.5;;;;;;
28.11.2020 20:00;-12.0;747.7;781.4;;85;Ветер, дующий с северо-востока;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;-11.5;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;;-14.0;1.0;12;;;;
29.11.2020 2:00;-14.2;747.9;781.9;;85;Ветер, дующий с востока;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Ливень (ливни).;Снег и/или другие виды твердых осадков;;;Слоисто-кучевые, образовавшиеся не из кучевых.;40%.;1000-1500;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перисто-слоистые, покрывающие все небо.;;-16.2;;;;;;
29.11.2020 8:00;-18.5;749.0;783.6;;85;Ветер, дующий с востока;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;-19.3;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;;-20.4;0.5;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;27.0
29.11.2020 14:00;-14.4;748.2;782.2;;75;Ветер, дующий с юга;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;10.0;-17.9;;;;;;
29.11.2020 20:00;-16.2;747.8;782.1;;81;Ветер, дующий с востоко-юго-востока;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;-14.3;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;60%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перисто-слоистые, покрывающие все небо.;;-18.8;1.0;12;;;;
30.11.2020 2:00;-14.6;746.9;780.9;;80;Ветер, дующий с юго-востока;2;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые непросвечивающие или слоисто-дождевые.;;;-17.3;;;;;;
30.11.2020 8:00;-15.9;746.5;780.7;;85;Ветер, дующий с западо-юго-запада;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;-16.2;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые непросвечивающие или слоисто-дождевые.;;;-17.8;0.7;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;29.0
30.11.2020 14:00;-12.1;746.2;779.8;;75;Ветер, дующий с юга;2;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перисто-слоистые, покрывающие все небо.;10.0;-15.6;;;;;;
30.11.2020 20:00;-12.7;747.1;781.0;;85;Ветер, дующий с северо-северо-запада;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;-11.9;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перисто-слоистые, покрывающие все небо.;;-14.7;1.0;12;;;;
01.12.2020 2:00;-14.4;746.4;780.4;;85;Ветер, дующий с северо-востока;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые непросвечивающие или слоисто-дождевые.;;;-16.4;;;;;;
01.12.2020 8:00;-13.1;745.5;779.2;;85;Ветер, дующий с востока;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;-14.5;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые непросвечивающие или слоисто-дождевые.;;;-15.1;2.0;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;31.0
01.12.2020 14:00;-10.2;745.3;778.7;;80;Ветер, дующий с северо-запада;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Снег и/или другие виды твердых осадков;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высокослоистые непросвечивающие или слоисто-дождевые.;;10.0;-13.0;;;;;;
