Местное время в Заларях;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
20.01.2020 17:00;-12.3;720.1;763.6;;61;Ветер, дующий с северо-запада;2;;;70 – 80%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.;50.0;-18.4;;;;;;
20.01.2020 20:00;-17.0;722.7;767.1;;85;Ветер, дующий с запада;1;;;40%.; ;;;;-12.2;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-18.9;Следы осадков;12;;;;
20.01.2020 23:00;-22.7;723.7;769.3;;81;Ветер, дующий с юго-юго-запада;1;;;Облаков нет.; ;;;;;;;;;;;-25.1;;;;;;
21.01.2020 2:00;-26.5;724.0;770.2;;77;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;-29.4;;;;;;
21.01.2020 5:00;-29.7;723.7;770.5;;73;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;-33.0;;;;;;
21.01.2020 8:00;-31.0;724.0;771.1;;72;Штиль, безветрие;0;;;Облаков нет.; ;;;-31.1;;;;;;;;-34.4;Осадков нет;12;;;Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;26.0
21.01.2020 11:00;-28.3;724.0;770.6;;75;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;10.0;-31.4;;;;;;
21.01.2020 14:00;-22.3;722.3;767.7;;77;Ветер, дующий с северо-северо-востока;1;;;Облаков нет.; ;;;;;;;;;;50.0;-25.2;;;;;;
21.01.2020 17:00;-23.2;720.5;765.9;;74;Ветер, дующий с севера;2;;;10%  или менее, но не 0; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";50.0;-26.5;;;;;;
21.01.2020 20:00;-27.5;719.8;766.0;;76;Штиль, безветрие;0;;;Облаков нет.; ;;;;-21.1;;;;;;;-30.5;Осадков нет;12;;;;
21.01.2020 23:00;-29.8;719.2;765.7;;73;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;-33.1;;;;;;
22.01.2020 2:00;-30.1;719.0;765.7;;72;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;-33.5;;;;;;
22.01.2020 5:00;-28.1;720.3;766.6;;75;Ветер, дующий с запада;1;;;60%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-31.2;;;;;;
22.01.2020 8:00;-26.6;722.6;768.7;;76;Штиль, безветрие;0;;;70 – 80%.; ;;;-30.4;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-29.5;Осадков нет;12;;;Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;26.0
22.01.2020 11:00;-22.6;724.9;770.5;;78;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые просвечивающие.;;20.0;-25.4;;;;;;
22.01.2020 14:00;-14.6;726.8;771.1;;79;Ветер, дующий с западо-северо-запада;2;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые непросвечивающие или слоисто-дождевые.;;10.0;-17.5;;;;;;
22.01.2020 17:00;-16.7;728.6;773.3;;75;Ветер, дующий с западо-северо-запада;1;;;70 – 80%.;Состояние неба в общем не изменилось. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-20.2;;;;;;
22.01.2020 20:00;-20.2;729.9;775.3;;84;Ветер, дующий с запада;1;;;60%.;Облака в целом рассеиваются или становятся менее развитыми. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;-14.2;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;40%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-22.2;0.4;12;;;;
22.01.2020 23:00;-26.4;730.9;777.6;;78;Ветер, дующий с северо-запада;1;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-29.1;;;;;;
23.01.2020 2:00;-29.6;731.2;778.5;;74;Ветер, дующий с западо-северо-запада;1;;;Облаков нет.; ;;;;;;;;;;;-32.7;;;;;;
23.01.2020 5:00;-31.8;730.7;778.4;;72;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;-35.2;;;;;;
23.01.2020 8:00;-32.7;730.9;778.8;;70;Штиль, безветрие;0;;;Облаков нет.; ;;;-33.0;;;;;;;;-36.3;Осадков нет;12;;;Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;26.0
23.01.2020 11:00;-30.0;730.7;778.1;;73;Ветер, дующий с северо-востока;1;;;20–30%.; ;;;-33.3;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-33.3;;;;;;
23.01.2020 14:00;-24.4;729.7;775.8;;76;Ветер, дующий с северо-северо-востока;2;;;50%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";50.0;-27.4;;;;;;
23.01.2020 17:00;-23.4;729.0;775.0;;73;Ветер, дующий с севера;1;;;60%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";50.0;-26.9;;;;;;
23.01.2020 20:00;-26.8;729.0;775.6;;78;Ветер, дующий с северо-северо-востока;1;;;40%.; ;;;;-22.4;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-29.5;Осадков нет;12;;;;
23.01.2020 23:00;-26.6;728.5;775.1;;76;Штиль, безветрие;0;;;60%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-29.6;;;;;;
24.01.2020 2:00;-27.6;728.2;775.0;;76;Штиль, безветрие;0;;;60%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-30.6;;;;;;
24.01.2020 5:00;-27.6;728.2;775.0;;76;Штиль, безветрие;0;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-30.6;;;;;;
24.01.2020 8:00;-26.9;728.1;774.7;;76;Ветер, дующий с севера;1;;;Облаков нет.; ;;;-28.1;;;;;;;;-29.9;Осадков нет;12;;;Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;26.0
24.01.2020 11:00;-25.5;727.7;774.0;;75;Штиль, безветрие;0;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;-28.7;;;;;;
24.01.2020 14:00;-19.3;726.5;771.6;;68;Ветер, дующий с северо-северо-востока;2;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";50.0;-23.8;;;;;;
24.01.2020 17:00;-17.6;725.4;770.0;;71;Ветер, дующий с северо-северо-востока;2;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;90  или более, но не 100%;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-21.7;;;;;;
24.01.2020 20:00;-19.6;725.0;770.1;;75;Ветер, дующий с севера;1;;;60%.; ;;;;-17.5;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-23.0;Осадков нет;12;;;;
24.01.2020 23:00;-21.5;724.2;769.5;;79;Штиль, безветрие;0;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-24.2;;;;;;
25.01.2020 2:00;-22.9;724.1;769.7;;80;Штиль, безветрие;0;;;50%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;50%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-25.4;;;;;;
25.01.2020 5:00;-24.5;724.2;770.1;;79;Штиль, безветрие;0;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-27.1;;;;;;
25.01.2020 8:00;-21.6;723.5;768.8;;78;Штиль, безветрие;0;;;40%.; ;;;-24.5;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;40%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-24.4;Осадков нет;12;;;Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;26.0
25.01.2020 11:00;-17.7;723.2;767.8;;73;Ветер, дующий с северо-северо-востока;1;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;50%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";20.0;-21.4;;;;;;
25.01.2020 14:00;-12.8;722.1;765.7;;64;Ветер, дующий с севера;2;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;40%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";50.0;-18.2;;;;;;
25.01.2020 17:00;-10.9;721.0;764.2;;63;Ветер, дующий с востоко-юго-востока;2;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;50%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";50.0;-16.7;;;;;;
25.01.2020 20:00;-15.4;720.1;764.2;;74;Ветер, дующий с северо-северо-запада;1;;;90  или более, но не 100%; ;;;;-10.8;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;90  или более, но не 100%;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-19.1;Осадков нет;12;;;;
25.01.2020 23:00;-19.3;720.1;764.7;;83;Ветер, дующий с северо-северо-запада;1;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-21.5;;;;;;
26.01.2020 2:00;-19.8;721.3;766.1;;81;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;90  или более, но не 100%;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-22.3;;;;;;
26.01.2020 5:00;-20.6;722.2;767.2;;81;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые просвечивающие.;;;-23.1;;;;;;
26.01.2020 8:00;-20.8;723.0;768.1;;81;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;-21.4;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-23.2;Осадков нет;12;;;Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;26.0
26.01.2020 11:00;-18.1;723.7;768.3;;74;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-21.7;;;;;;
26.01.2020 14:00;-13.1;722.6;766.3;;69;Ветер, дующий с севера;2;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые просвечивающие.;;50.0;-17.6;;;;;;
26.01.2020 17:00;-13.2;721.9;765.5;;70;Ветер, дующий с севера;2;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";50.0;-17.6;;;;;;
26.01.2020 20:00;-17.1;723.1;767.5;;78;Ветер, дующий с северо-запада;1;;;60%.; ;;;;-11.7;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;60%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-20.0;Осадков нет;12;;;;
26.01.2020 23:00;-18.1;724.9;769.6;;82;Штиль, безветрие;0;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-20.5;;;;;;
27.01.2020 2:00;-19.0;726.6;771.5;;84;Ветер, дующий с юго-запада;1;;;60%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;40%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;-21.0;;;;;;
27.01.2020 5:00;-21.8;727.6;773.2;;82;Штиль, безветрие;0;;;50%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-24.0;;;;;;
27.01.2020 8:00;-17.0;728.8;773.5;;80;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;-21.8;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;90  или более, но не 100%;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-19.6;Осадков нет;12;;;Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;26.0
27.01.2020 11:00;-14.0;730.0;774.2;;76;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые просвечивающие.;;50.0;-17.3;;;;;;
27.01.2020 14:00;-10.5;729.7;773.5;;66;Ветер, дующий с севера;1;;;60%.;Облака в целом рассеиваются или становятся менее развитыми. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;40%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";50.0;-15.6;;;;;;
27.01.2020 17:00;-11.3;729.2;773.0;;67;Ветер, дующий с севера;1;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-16.2;;;;;;
27.01.2020 20:00;-17.0;729.1;773.9;;80;Ветер, дующий с северо-северо-востока;2;;;Облаков нет.; ;;;;-9.7;;;;;;;-19.7;Следы осадков;12;;;;
27.01.2020 23:00;-21.4;728.6;774.2;;83;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;-23.5;;;;;;
28.01.2020 2:00;-23.1;727.9;773.8;;81;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;-25.5;;;;;;
28.01.2020 5:00;-23.9;727.0;772.9;;79;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;-26.5;;;;;;
28.01.2020 8:00;-22.2;726.5;772.1;;82;Ветер, дующий с северо-востока;1;;;Облаков нет.; ;;;-24.3;;;;;;;;-24.4;Осадков нет;12;;;Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;26.0
28.01.2020 11:00;-19.1;726.4;771.4;;82;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;20.0;-21.4;;;;;;
28.01.2020 14:00;-9.6;725.2;768.5;;59;Ветер, дующий с востоко-юго-востока;3;;;Облаков нет.; ;;;;;;;;;;50.0;-16.1;;;;;;
28.01.2020 17:00;-9.3;724.7;767.9;;61;Ветер, дующий с востока;2;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";50.0;-15.5;;;;;;
28.01.2020 20:00;-15.9;724.7;769.0;;81;Штиль, безветрие;0;;;Облаков нет.; ;;;;-8.4;;;;;;;-18.4;Осадков нет;12;;;;
28.01.2020 23:00;-20.2;723.8;768.9;;85;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;-22.1;;;;;;
29.01.2020 2:00;-23.3;723.2;768.8;;80;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;-25.8;;;;;;
29.01.2020 5:00;-24.7;722.7;768.5;;78;Штиль, безветрие;0;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-27.4;;;;;;
29.01.2020 11:00;-21.3;721.3;766.3;;80;Штиль, безветрие;0;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;40%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;-23.8;;;;;;
29.01.2020 14:00;-13.0;720.8;764.4;;59;Штиль, безветрие;0;;;60%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-19.5;;;;;;
29.01.2020 17:00;-12.6;721.2;764.7;;68;Ветер, дующий с юго-востока;1;;;70 – 80%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-17.3;;;;;;
29.01.2020 20:00;-17.5;722.7;767.2;;79;Штиль, безветрие;0;;;Облаков нет.; ;;;;-10.9;;;;;;;-20.3;Осадков нет;12;;;;
29.01.2020 23:00;-18.5;724.1;768.8;;83;Штиль, безветрие;0;;;50%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;50%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-20.7;;;;;;
30.01.2020 2:00;-14.8;724.8;768.9;;86;Ветер, дующий с северо-северо-запада;1;;;70 – 80%.;Ливневый снег или ливневый дождь и снег. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;50%.;600-1000;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-16.6;;;;;;
30.01.2020 5:00;-15.9;726.5;771.0;;85;Штиль, безветрие;0;;;70 – 80%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-17.8;;;;;;
30.01.2020 8:00;-18.3;728.1;773.1;;86;Ветер, дующий с западо-северо-запада;1;;;60%.; ;;;-19.4;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-20.1;1.0;12;;;Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;27.0
