Местное время в Ангарске;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
18.09.2020 14:00;19.мар;721.6;759.1;;50;Ветер, дующий с юго-востока;2;;;10%  или менее, но не 0; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;08.июн;;;;;;
18.09.2020 17:00;20.апр;721.3;758.5;;43;Ветер, дующий с востоко-юго-востока;3;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;07.май;;;;;;
18.09.2020 20:00;12.июл;721.8;760.1;;67;Ветер, дующий с востоко-юго-востока;2;;;70 – 80%.; ;;;;20.июн;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;06.июн;Осадков нет;12;;;;
18.09.2020 23:00;09.фев;721.7;760.6;;80;Ветер, дующий с востоко-юго-востока;2;;;Облаков нет.; ;;;;;;;;;;;05.сен;;;;;;
19.09.2020 2:00;07.июн;721.3;760.3;;91;Ветер, дующий с востока;3;;;Облаков нет.; ;;;;;;;;;;;06.фев;;;;;;
19.09.2020 5:00;05.июл;720.5;759.8;;91;Ветер, дующий с востока;2;;;Облаков нет.; ;;;;;;;;;;;04.апр;;;;;;
19.09.2020 8:00;06.апр;722.1;761.3;;92;Ветер, дующий с западо-юго-запада;1;;;100%.; ;;;04.июн;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;05.янв;Осадков нет;12;Поверхность почвы влажная.;3.0;;
19.09.2020 11:00;09.фев;723.3;762.2;;84;Ветер, дующий с западо-северо-запада;2;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";;50.0;06.июн;;;;;;
19.09.2020 14:00;11.мар;724.3;763.0;;80;Ветер, дующий с западо-северо-запада;2;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;50.0;07.сен;;;;;;
19.09.2020 17:00;09.фев;725.5;764.5;;93;Ветер, дующий с западо-северо-запада;2;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;20.0;08.янв;;;;;;
19.09.2020 20:00;07.сен;727.4;766.7;;93;Ветер, дующий с запада;2;;10;100%.;Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;11.апр;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;06.сен;6.0;12;;;;
19.09.2020 23:00;06.сен;728.1;767.6;;93;Ветер, дующий с запада;2;;;70 – 80%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;40%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;05.сен;;;;;;
20.09.2020 2:00;05.янв;728.4;768.2;;95;Ветер, дующий с юга;1;;;40%.;Дымка. ;Ливень (ливни).;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;04.мар;;;;;;
20.09.2020 5:00;0.9;728.4;768.9;;96;Ветер, дующий с юго-запада;1;;;20–30%.;Дымка. ;Облака покрывали половину неба или менее в течение всего соответствующего периода.;Облака покрывали половину неба или менее в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;;0.3;;;;;;
20.09.2020 8:00;01.июл;729.2;769.6;;96;Ветер, дующий с востока;1;;;40%.; ;;;0.0;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;01.янв;1.0;12;Поверхность почвы влажная.;0.0;;
20.09.2020 11:00;11.апр;729.8;768.8;;71;Ветер, дующий с севера;2;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;06.фев;;;;;;
20.09.2020 14:00;15.апр;729.4;767.8;;54;Ветер, дующий с севера;3;;;70 – 80%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";40%.;1000-1500;Высококучевые башенкообразные или хлопьевидные.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";50.0;6.0;;;;;;
20.09.2020 17:00;14.июн;729.1;767.6;;55;Ветер, дующий с севера;3;;;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;60%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;05.май;;;;;;
20.09.2020 20:00;09.янв;729.6;768.8;;85;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;;16.май;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;;06.июл;Осадков нет;12;;;;
20.09.2020 23:00;08.мар;729.9;769.3;;90;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;1000-1500;;;;06.июл;;;;;;
21.09.2020 2:00;07.янв;730.0;769.6;;93;Штиль, безветрие;0;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;;06.янв;;;;;;
21.09.2020 5:00;05.июн;729.7;769.6;;95;Ветер, дующий с юга;1;;;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;40%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;04.авг;;;;;;
21.09.2020 8:00;07.янв;729.4;769.0;;95;Ветер, дующий с юга;1;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;05.июн;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;50.0;06.мар;Следы осадков;12;;;;
21.09.2020 11:00;10.0;729.4;768.4;;89;Ветер, дующий с востока;1;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;50.0;08.фев;;;;;;
21.09.2020 14:00;12.сен;728.5;767.2;;70;Ветер, дующий с востока;1;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;50.0;07.май;;;;;;
21.09.2020 17:00;13.мар;727.3;765.9;;66;Ветер, дующий с востоко-северо-востока;2;;;70 – 80%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;60%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;07.янв;;;;;;
21.09.2020 20:00;09.янв;727.1;766.3;;89;Ветер, дующий с юго-юго-востока;1;;;100%.; ;;;;14.авг;Слоисто-кучевые, образовавшиеся не из кучевых.;40%.;1000-1500;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";;;07.мар;Следы осадков;12;;;;
21.09.2020 23:00;7.0;726.8;766.2;;94;Ветер, дующий с востоко-юго-востока;1;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;;06.янв;;;;;;
22.09.2020 2:00;03.май;726.0;765.9;;95;Штиль, безветрие;0;;;Облаков нет.;Дымка. ;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;;;;;;;;02.авг;;;;;;
22.09.2020 5:00;02.мар;725.2;765.2;;96;Ветер, дующий с востока;1;;;Облаков нет.;Дымка. ;Облака покрывали половину неба или менее в течение всего соответствующего периода.;Облака покрывали половину неба или менее в течение всего соответствующего периода.;;;;;;;;;01.июл;;;;;;
22.09.2020 8:00;04.апр;725.1;764.8;;95;Штиль, безветрие;0;;;Небо не видно из-за тумана и/или других метеорологических явлений.;Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ;Туман или ледяной туман или сильная мгла.;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;02.мар;;;;2500 или более, или облаков нет.;;;0.2;03.июл;Осадков нет;12;;;;
22.09.2020 11:00;09.июл;725.2;764.2;;73;Ветер, дующий с северо-северо-востока;1;;;70 – 80%.;Состояние неба в общем не изменилось. ;Туман или ледяной туман или сильная мгла.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;50%.;2500 или более, или облаков нет.;Высококучевые башенкообразные или хлопьевидные.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;05.янв;;;;;;
22.09.2020 14:00;14.июл;724.4;762.7;;54;Ветер, дующий с востока;2;;;20–30%.;Состояние неба в общем не изменилось. ;Туман или ледяной туман или сильная мгла.;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;05.мар;;;;;;
22.09.2020 17:00;15.авг;724.1;762.2;;40;Ветер, дующий с юго-запада;1;;;10%  или менее, но не 0; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;10%  или менее, но не 0;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;02.мар;;;;;;
22.09.2020 20:00;08.июл;725.0;764.1;;79;Штиль, безветрие;0;;;40%.; ;;;;16.янв;Слоисто-кучевые, образовавшиеся не из кучевых.;40%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;05.фев;Осадков нет;12;;;;
22.09.2020 23:00;02.сен;725.6;765.7;;94;Ветер, дующий с востока;1;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;2.0;;;;;;
23.09.2020 2:00;02.сен;725.8;765.9;;85;Ветер, дующий с востока;2;;;Облаков нет.; ;;;;;;;;;;;0.6;;;;;;
23.09.2020 5:00;01.авг;725.7;765.9;;84;Ветер, дующий с востока;2;;;Облаков нет.; ;;;;;;;;;;;-0.6;;;;;;
23.09.2020 8:00;01.июл;726.2;766.5;;86;Ветер, дующий с востока;2;;;10%  или менее, но не 0; ;;;0.4;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-0.5;Осадков нет;12;;;;
23.09.2020 11:00;10.апр;726.1;765.1;;63;Ветер, дующий с востока;3;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;03.июн;;;;;;
23.09.2020 14:00;16.0;724.9;763.0;;38;Ветер, дующий с востоко-юго-востока;4;;;50%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;01.май;;;;;;
23.09.2020 17:00;16.июн;723.6;761.5;;38;Ветер, дующий с востоко-юго-востока;3;;;Облаков нет.; ;;;;;;;;;;50.0;2.0;;;;;;
23.09.2020 20:00;10.май;723.7;762.4;;54;Ветер, дующий с юго-юго-востока;3;;;Облаков нет.; ;;;;17.фев;;;;;;;01.июн;Осадков нет;12;;;;
23.09.2020 23:00;05.июн;722.9;762.4;;81;Ветер, дующий с востоко-юго-востока;2;;;Облаков нет.; ;;;;;;;;;;;02.май;;;;;;
24.09.2020 2:00;05.янв;721.2;760.6;;73;Ветер, дующий с востоко-юго-востока;3;;;Облаков нет.; ;;;;;;;;;;;0.6;;;;;;
24.09.2020 5:00;04.июл;719.5;759.0;;78;Ветер, дующий с востоко-юго-востока;4;;;Облаков нет.; ;;;;;;;;;;;01.янв;;;;;;
24.09.2020 8:00;06.май;718.9;757.9;;70;Ветер, дующий с востоко-юго-востока;3;;;70 – 80%.; ;;;04.июн;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;01.апр;Осадков нет;12;;;;
24.09.2020 11:00;13.фев;719.3;757.4;;58;Ветер, дующий с запада;2;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;05.янв;;;;;;
24.09.2020 14:00;11.апр;719.5;757.9;;65;Ветер, дующий с юго-запада;3;;;90  или более, но не 100%; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;5.0;;;;;;
24.09.2020 17:00;13.авг;718.7;756.7;;59;Ветер, дующий с востоко-северо-востока;1;;;70 – 80%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;50%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;05.авг;;;;;;
24.09.2020 20:00;07.апр;718.4;757.3;;86;Ветер, дующий с востоко-юго-востока;1;;;90  или более, но не 100%; ;;;;13.авг;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;05.фев;Осадков нет;12;;;;
24.09.2020 23:00;04.апр;717.3;756.6;;94;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;03.май;;;;;;
25.09.2020 2:00;06.янв;715.6;754.6;;94;Ветер, дующий с востоко-юго-востока;2;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";;05.фев;;;;;;
25.09.2020 5:00;06.май;713.3;752.1;;88;Ветер, дующий с востока;4;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";;;04.июл;;;;;;
25.09.2020 8:00;06.авг;711.8;750.5;;82;Ветер, дующий с востоко-юго-востока;3;;;90  или более, но не 100%; ;;;04.мар;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;03.сен;Осадков нет;12;;;;
25.09.2020 11:00;13.мар;710.1;747.7;;66;Ветер, дующий с востока;2;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;40%.;600-1000;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";;50.0;07.янв;;;;;;
25.09.2020 14:00;18.янв;707.8;744.7;;47;Ветер, дующий с юго-востока;5;11;11;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;60%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;06.май;;;;;;
25.09.2020 17:00;15.0;710.8;748.3;;47;Ветер, дующий с северо-запада;3;;16;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;03.июн;;;;;;
25.09.2020 20:00;08.авг;713.5;751.9;;77;Ветер, дующий с северо-северо-запада;1;;;20–30%.;Облака в целом рассеиваются или становятся менее развитыми. ;Ливень (ливни).;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;20.фев;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;04.сен;Следы осадков;12;;;;
25.09.2020 23:00;03.авг;714.9;754.1;;93;Ветер, дующий с юга;1;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;;02.июл;;;;;;
26.09.2020 2:00;04.май;715.4;754.6;;93;Ветер, дующий с юга;1;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;03.май;;;;;;
26.09.2020 5:00;06.авг;716.0;754.9;;73;Ветер, дующий с юго-запада;1;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;40%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перисто-слоистые, покрывающие все небо.;;02.мар;;;;;;
26.09.2020 8:00;07.мар;716.8;755.6;;72;Ветер, дующий с запада;3;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;03.янв;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высокослоистые просвечивающие.;;20.0;02.июн;Следы осадков;12;;;;
26.09.2020 11:00;06.мар;718.2;757.3;;86;Ветер, дующий с запада;4;;14;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;20.0;04.янв;;;;;;
26.09.2020 14:00;7.0;719.5;758.5;;85;Ветер, дующий с запада;3;;14;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;20.0;04.июл;;;;;;
26.09.2020 17:00;07.авг;721.5;760.6;;68;Ветер, дующий с западо-северо-запада;4;12;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;20.0;02.фев;;;;;;
26.09.2020 20:00;07.сен;723.2;762.4;;70;Ветер, дующий с западо-северо-запада;2;;12;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;08.июн;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;02.июл;3.0;12;;;;
26.09.2020 23:00;9.0;724.6;763.6;;57;Ветер, дующий с северо-запада;4;;11;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;1000-1500;;;;0.9;;;;;;
27.09.2020 2:00;08.апр;725.8;765.1;;60;Ветер, дующий с западо-северо-запада;2;;11;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;1000-1500;;;;1.0;;;;;;
27.09.2020 5:00;8.0;727.0;766.3;;63;Ветер, дующий с северо-запада;2;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;60%.;1000-1500;Высокослоистые непросвечивающие или слоисто-дождевые.;;;01.мар;;;;;;
27.09.2020 8:00;07.май;728.3;767.8;;68;Ветер, дующий с западо-северо-запада;2;;;100%.; ;;;07.апр;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;50.0;01.сен;Осадков нет;12;;;;
27.09.2020 11:00;08.июн;729.6;769.0;;64;Ветер, дующий с северо-запада;2;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;50.0;02.янв;;;;;;
27.09.2020 14:00;10.июл;729.4;768.5;;59;Ветер, дующий с севера;3;;;90  или более, но не 100%; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;3.0;;;;;;
27.09.2020 17:00;10.май;729.2;768.3;;58;Ветер, дующий с северо-северо-запада;1;;10;60%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;50%.;600-1000;Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;02.май;;;;;;
27.09.2020 20:00;04.янв;730.3;770.3;;88;Ветер, дующий с запада;1;;;Облаков нет.; ;;;;11.июл;;;;;;;02.мар;Осадков нет;12;;;;
27.09.2020 23:00;0.6;731.2;771.8;;95;Штиль, безветрие;0;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-0.1;;;;;;
