"Местное время в Хадаме";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"28.08.2017 20:00";"14.1";"699.7";"760.9";"";"61";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"22.0";"";"";"";"";"";"50.0";"6.7";"Осадков нет";"12";"";"";"";"";
"28.08.2017 08:00";"-0.6";"705.4";"769.8";"";"100";"Ветер, дующий с востока";"1";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Туман или ледяной туман или сильная мгла.";"-1.0";"";"";"";"";"";"";"0.5";"-0.6";"Осадков нет";"12";"Поверхность почвы влажная.";"2.0";"";"";
"27.08.2017 20:00";"7.4";"705.0";"767.5";"";"79";"Штиль, безветрие";"0";"";"";"10%  или менее, но не 0";" ";"";"";"";"13.6";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"3.9";"1.0";"12";"";"";"";"";
"27.08.2017 08:00";"3.4";"705.1";"768.4";"";"99";"Ветер, дующий с востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"3.0";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"20.0";"3.2";"2.0";"12";"Поверхность почвы влажная.";"4.0";"";"";
"26.08.2017 20:00";"9.7";"702.6";"764.4";"";"51";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"13.2";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"50.0";"0.0";"Осадков нет";"12";"";"";"";"";
"26.08.2017 08:00";"5.3";"701.3";"763.9";"";"97";"Ветер, дующий с юга";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"5.3";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"4.8";"9.0";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"9.0";"";"";
"25.08.2017 20:00";"8.1";"698.5";"760.2";"";"97";"Ветер, дующий с севера";"1";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"13.5";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"10.0";"7.7";"6.0";"12";"";"";"";"";
"25.08.2017 08:00";"9.7";"702.3";"763.9";"";"97";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"8.4";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"20.0";"9.3";"6.0";"12";"Поверхность почвы влажная.";"10.0";"";"";
"24.08.2017 20:00";"10.5";"701.6";"763.0";"";"95";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"12.4";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"20.0";"9.7";"2.0";"12";"";"";"";"";
"24.08.2017 08:00";"5.0";"704.4";"767.3";"";"99";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"4.6";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"20.0";"4.8";"0.4";"12";"Поверхность почвы влажная.";"7.0";"";"";
"23.08.2017 20:00";"9.9";"700.9";"762.4";"";"95";"Ветер, дующий с севера";"1";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"13.6";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"50%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"50.0";"9.1";"4.0";"12";"";"";"";"";
"23.08.2017 08:00";"2.9";"700.9";"764.0";"";"98";"Ветер, дующий с востоко-юго-востока";"1";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"2.5";"";"";"";"";"";"";"0.5";"2.6";"Осадков нет";"12";"Поверхность почвы влажная.";"5.0";"";"";
"22.08.2017 20:00";"11.9";"702.0";"763.1";"";"72";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"16.1";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"6.9";"Осадков нет";"12";"";"";"";"";
"22.08.2017 08:00";"6.3";"704.8";"767.5";"";"91";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"4.0";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"50.0";"4.9";"Осадков нет";"12";"Поверхность почвы влажная.";"6.0";"";"";
"21.08.2017 20:00";"11.4";"701.7";"763.0";"";"52";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"16.8";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"1.8";"Осадков нет";"12";"";"";"";"";
"21.08.2017 08:00";"8.9";"699.7";"761.2";"";"96";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"8.2";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"8.3";"4.0";"12";"";"";"";"";
"20.08.2017 20:00";"13.4";"697.0";"757.3";"";"74";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"17.0";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"20.0";"8.9";"0.6";"12";"";"";"";"";
"20.08.2017 08:00";"10.9";"696.6";"757.4";"";"99";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"10.7";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"20.0";"10.7";"6.0";"12";"";"";"";"";
"19.08.2017 20:00";"16.5";"696.7";"756.4";"";"64";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"21.8";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"50.0";"9.6";"Осадков нет";"12";"";"";"";"";
"19.08.2017 08:00";"6.4";"700.3";"762.5";"";"97";"Ветер, дующий с юго-востока";"1";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Туман или ледяной туман или сильная мгла.";"5.9";"";"";"";"";"";"";"0.5";"6.0";"Осадков нет";"12";"";"";"";"";
"18.08.2017 20:00";"15.9";"699.8";"759.9";"";"58";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"21.4";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"7.5";"Осадков нет";"12";"";"";"";"";
"18.08.2017 08:00";"9.9";"702.4";"763.9";"";"94";"Штиль, безветрие";"0";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Туман или ледяной туман или сильная мгла.";"9.9";"";"";"";"";"";"";"0.5";"8.9";"4.0";"12";"";"";"";"";
"17.08.2017 20:00";"13.5";"700.2";"760.7";"";"93";"Ветер, дующий с юга";"1";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"10.0";"12.4";"3.0";"12";"";"";"";"";
"17.08.2017 08:00";"11.9";"697.3";"757.9";"";"95";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"11.3";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"10.0";"11.1";"9.0";"12";"";"";"";"";
"16.08.2017 20:00";"14.9";"698.5";"758.6";"";"72";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"19.6";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"50.0";"9.9";"Осадков нет";"12";"";"";"";"";
"16.08.2017 08:00";"5.9";"702.0";"764.5";"";"99";"Ветер, дующий с востока";"1";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"4.8";"";"";"";"";"";"";"0.5";"5.7";"Осадков нет";"12";"";"";"";"";
"15.08.2017 20:00";"16.0";"702.6";"762.1";"";"60";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"20.5";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"50.0";"8.1";"Осадков нет";"12";"";"";"";"";
"15.08.2017 08:00";"9.7";"703.9";"765.6";"";"92";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"9.0";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"50.0";"8.5";"Осадков нет";"12";"";"";"";"";
"14.08.2017 20:00";"15.9";"703.0";"763.3";"";"58";"Ветер, дующий с северо-северо-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"17.4";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"7.7";"Осадков нет";"12";"";"";"";"";
"14.08.2017 08:00";"9.9";"704.1";"765.8";"";"95";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"9.9";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"50.0";"9.1";"4.0";"12";"";"";"";"";
"13.08.2017 20:00";"18.9";"696.4";"755.3";"";"72";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"21.7";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"50.0";"13.7";"Осадков нет";"12";"";"";"";"";
"13.08.2017 08:00";"13.9";"698.1";"758.3";"";"92";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"10.0";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"50.0";"12.6";"Осадков нет";"12";"";"";"";"";
"12.08.2017 20:00";"25.2";"691.6";"748.9";"";"54";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"15.3";"Осадков нет";"12";"";"";"";"";
"12.08.2017 08:00";"8.4";"694.6";"755.8";"";"97";"Ветер, дующий с востоко-юго-востока";"1";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"7.8";"";"";"";"";"";"";"0.5";"8.0";"Осадков нет";"12";"";"";"";"";
"11.08.2017 20:00";"23.7";"693.1";"751.0";"";"46";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"30.0";"";"";"";"";"";"50.0";"11.3";"Осадков нет";"12";"";"";"";"";
"11.08.2017 08:00";"5.4";"696.4";"758.6";"";"97";"Ветер, дующий с востоко-юго-востока";"1";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"4.6";"";"";"";"";"";"";"0.5";"4.9";"Осадков нет";"12";"";"";"";"";
"10.08.2017 20:00";"18.2";"693.7";"752.7";"";"59";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"24.4";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"50.0";"9.9";"Осадков нет";"12";"";"";"";"";
"10.08.2017 08:00";"9.7";"696.7";"757.8";"";"92";"Ветер, дующий с юга";"1";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"9.3";"";"";"";"";"";"";"0.5";"8.5";"Осадков нет";"12";"";"";"";"";
"09.08.2017 20:00";"12.7";"696.4";"756.7";"";"93";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"13.6";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"20.0";"11.6";"15.0";"12";"";"";"";"";
"09.08.2017 08:00";"12.1";"694.6";"755.0";"";"97";"Ветер, дующий с юга";"1";"";"";"100%.";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"11.8";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"10.0";"11.7";"23.0";"12";"";"";"";"";
"08.08.2017 20:00";"21.3";"690.0";"747.8";"";"85";"Ветер, дующий с юга";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"30.3";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"18.6";"0.4";"12";"";"";"";"";
"08.08.2017 08:00";"10.9";"695.7";"756.4";"";"95";"Ветер, дующий с юга";"1";"";"";"60%.";" ";"";"";"10.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"10.1";"Осадков нет";"12";"";"";"";"";
"07.08.2017 20:00";"26.7";"694.5";"751.6";"";"55";"Ветер, дующий с северо-северо-востока";"1";"";"";"20–30%.";" ";"";"";"";"29.9";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"10%  или менее, но не 0";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"16.8";"Осадков нет";"12";"";"";"";"";
"07.08.2017 08:00";"12.7";"699.3";"759.9";"";"97";"Ветер, дующий с востока";"2";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"12.7";"";"";"";"";"";"";"0.5";"12.3";"Осадков нет";"12";"";"";"";"";
"06.08.2017 20:00";"18.5";"697.9";"757.0";"";"91";"Ветер, дующий с юга";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"29.2";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"17.0";"4.0";"12";"";"";"";"";
"06.08.2017 08:00";"10.7";"698.5";"759.5";"";"97";"Ветер, дующий с востока";"1";"";"";"20–30%.";" ";"";"";"9.8";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"10.3";"Осадков нет";"12";"";"";"";"";
"05.08.2017 20:00";"25.8";"694.9";"752.4";"";"36";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"30.8";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"9.7";"Осадков нет";"12";"";"";"";"";
"05.08.2017 08:00";"8.9";"697.3";"758.8";"";"99";"Ветер, дующий с юго-юго-востока";"1";"";"";"60%.";" ";"";"";"7.3";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"8.7";"Осадков нет";"12";"";"";"";"";
"04.08.2017 20:00";"25.8";"695.8";"753.4";"";"36";"Ветер, дующий с северо-северо-востока";"1";"";"";"10%  или менее, но не 0";" ";"";"";"";"29.1";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"10%  или менее, но не 0";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"9.5";"Осадков нет";"12";"";"";"";"";
"04.08.2017 08:00";"10.9";"698.8";"759.8";"";"97";"Ветер, дующий с северо-востока";"1";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Туман или ледяной туман или сильная мгла.";"10.9";"";"";"";"";"";"";"0.5";"10.5";"Осадков нет";"12";"";"";"";"";
"03.08.2017 20:00";"19.5";"695.8";"754.8";"";"54";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"26.5";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"10.0";"Осадков нет";"12";"";"";"";"";
"03.08.2017 08:00";"12.5";"695.7";"756.1";"";"99";"Ветер, дующий с востоко-юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"11.9";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"12.3";"Осадков нет";"12";"";"";"";"";
"02.08.2017 20:00";"24.5";"692.8";"750.4";"";"49";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"27.8";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"13.2";"Осадков нет";"12";"";"";"";"";
"02.08.2017 08:00";"12.9";"695.7";"755.9";"";"97";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"12.0";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"10.0";"12.5";"Осадков нет";"12";"";"";"";"";
"01.08.2017 20:00";"22.1";"695.5";"753.8";"";"53";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"26.5";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-слоистые, покрывающие все небо.";"50.0";"12.0";"Осадков нет";"12";"";"";"";"";
"01.08.2017 08:00";"12.5";"697.5";"758.0";"";"97";"Ветер, дующий с юга";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"11.0";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"50.0";"12.1";"0.4";"12";"";"";"";"";
"31.07.2017 20:00";"20.3";"694.3";"752.8";"";"50";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"26.5";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"9.5";"Осадков нет";"12";"";"";"";"";
"31.07.2017 08:00";"11.7";"695.7";"756.2";"";"99";"Ветер, дующий с востока";"1";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"11.5";"";"";"";"";"";"";"0.5";"11.5";"2.0";"12";"";"";"";"";
"30.07.2017 20:00";"15.5";"693.2";"752.6";"";"97";"Ветер, дующий с юга";"2";"";"10";"100%.";"Ливневый(ые) дождь(и). ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"15.0";"5.0";"12";"";"";"";"";
"30.07.2017 08:00";"14.8";"693.1";"752.7";"";"97";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"13.9";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"10.0";"14.4";"21.0";"12";"";"";"";"";
