Местное время в Ике;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
30.04.2020 8:00;03.май;713.9;745.4;;83;Штиль, безветрие;0;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;0.9;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;20.0;0.9;Следы осадков;12;;;;
30.04.2020 14:00;7.0;713.9;745.0;;75;Ветер, дующий с северо-северо-востока;1;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;10.0;02.сен;;;;;;
30.04.2020 20:00;07.сен;716.8;748.0;;83;Ветер, дующий с западо-юго-запада;4;;;90  или более, но не 100%;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;08.фев;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;05.янв;0.4;12;;;;
01.05.2020 2:00;-0.8;721.3;753.7;;94;Штиль, безветрие;0;;;20–30%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-1.7;;;;;;
01.05.2020 8:00;-0.6;724.9;757.2;;64;Ветер, дующий с северо-запада;3;;;90  или более, но не 100%; ;;;-3.7;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-6.6;Следы осадков;12;;;;
01.05.2020 14:00;02.мар;730.3;762.7;;53;Ветер, дующий с севера;4;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-6.4;;;;;;
01.05.2020 20:00;02.июл;731.6;764.1;;41;Ветер, дующий с севера;1;;;20–30%.; ;;;;05.мар;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-9.4;Следы осадков;12;;;;
02.05.2020 2:00;-8.2;733.4;767.3;;90;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;10.0;-9.6;;;;;;
02.05.2020 8:00;-2.6;733.6;766.7;;68;Штиль, безветрие;0;;;Облаков нет.; ;;;-10.9;;;;;;;50.0;-7.8;Осадков нет;12;;;;
02.05.2020 14:00;08.фев;730.6;762.3;;29;Ветер, дующий с востоко-юго-востока;2;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-8.7;;;;;;
02.05.2020 20:00;08.авг;728.0;759.6;;24;Ветер, дующий с юго-юго-востока;2;;;10%  или менее, но не 0; ;;;;10.янв;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";50.0;-10.7;Осадков нет;12;;;;
03.05.2020 2:00;-1.7;726.0;758.7;;74;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;600-1000;Высокослоистые просвечивающие.;;10.0;-5.8;;;;;;
03.05.2020 8:00;0.0;724.6;757.0;;92;Ветер, дующий с востоко-юго-востока;2;;;100%.;Ливневый снег или ливневый дождь и снег. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;-3.8;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;50.0;-1.2;0.8;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;1.0
03.05.2020 14:00;06.май;724.8;756.4;;68;Ветер, дующий с северо-востока;3;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;1.0;;;;;;
03.05.2020 20:00;07.июл;726.6;758.1;;66;Ветер, дующий с северо-востока;1;;;70 – 80%.; ;;;;08.апр;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;01.июн;0.3;12;;;;
04.05.2020 2:00;0.3;728.8;761.3;;94;Штиль, безветрие;0;;;20–30%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-0.5;;;;;;
04.05.2020 8:00;03.апр;730.3;762.6;;82;Штиль, безветрие;0;;;20–30%.; ;;;-4.0;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;0.5;Осадков нет;12;;;;
04.05.2020 14:00;14.0;728.8;759.7;;38;Ветер, дующий с юга;3;;;60%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-0.1;;;;;;
04.05.2020 20:00;12.фев;727.3;758.5;;43;Ветер, дующий с юго-юго-востока;2;;;20–30%.; ;;;;15.0;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-0.2;Осадков нет;12;;;;
05.05.2020 2:00;-1.0;725.6;758.3;;92;Штиль, безветрие;0;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10.0;-2.2;;;;;;
05.05.2020 8:00;06.апр;722.9;754.5;;62;Ветер, дующий с юга;1;;;100%.; ;;;-2.9;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;50.0;-0.4;Осадков нет;12;;;;
05.05.2020 14:00;18.апр;727.0;749.6;;32;Ветер, дующий с юга;5;;;60%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;01.фев;;;;;;
05.05.2020 20:00;13.июн;720.2;750.9;;43;Ветер, дующий с западо-юго-запада;6;;;90  или более, но не 100%; ;;;;20.фев;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;01.мар;Осадков нет;12;;;;
06.05.2020 2:00;07.фев;721.9;753.4;;77;Ветер, дующий с запада;5;;;60%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;03.апр;;;;;;
06.05.2020 8:00;05.фев;723.3;755.0;;65;Ветер, дующий с юго-запада;5;;;50%.; ;;;04.янв;;Слоисто-кучевые, образовавшиеся не из кучевых.;40%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-1.0;0.5;12;;;;
06.05.2020 14:00;08.мар;722.5;753.9;;45;Ветер, дующий с запада;4;;;90  или более, но не 100%; ;;;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-3.1;;;;;;
06.05.2020 20:00;03.фев;724.3;756.3;;88;Ветер, дующий с западо-северо-запада;2;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;09.авг;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;20.0;01.апр;0.4;12;;;;
07.05.2020 2:00;01.июн;725.0;757.3;;89;Штиль, безветрие;0;;;90  или более, но не 100%;Ливневый(ые) дождь(и) со снегом слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-0.1;;;;;;
07.05.2020 8:00;03.май;725.3;757.4;;70;Ветер, дующий с запада;3;;;70 – 80%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;01.апр;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-1.5;0.5;12;;;;
07.05.2020 14:00;10.сен;723.3;754.3;;42;Ветер, дующий с северо-запада;3;;;60%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";60%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-1.6;;;;;;
07.05.2020 20:00;07.янв;723.4;754.9;;66;Ветер, дующий с северо-северо-востока;1;;;90  или более, но не 100%;Ливневый(ые) дождь(и). ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;12.фев;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;01.янв;0.3;12;;;;
08.05.2020 2:00;0.6;718.6;758.5;;73;Ветер, дующий с северо-востока;3;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-3.7;;;;;;
08.05.2020 8:00;01.янв;728.7;761.2;;65;Ветер, дующий с северо-востока;3;;;20–30%.; ;;;-5.2;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-4.8;Осадков нет;12;;;;
08.05.2020 14:00;09.сен;729.9;761.5;;26;Ветер, дующий с севера;5;;;10%  или менее, но не 0; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-8.7;;;;;;
08.05.2020 20:00;09.авг;730.9;762.5;;21;Ветер, дующий с северо-северо-запада;4;;;20–30%.; ;;;;11.авг;Слоисто-кучевые, образовавшиеся из кучевых.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-11.4;Осадков нет;12;;;;
09.05.2020 2:00;-3.6;733.3;766.5;;72;Штиль, безветрие;0;;;70 – 80%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-8.0;;;;;;
09.05.2020 8:00;03.фев;734.0;766.4;;50;Штиль, безветрие;0;;;60%.; ;;;-7.3;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;60%.;2500 или более, или облаков нет.;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-6.3;Осадков нет;12;;;;
09.05.2020 14:00;10.июн;732.1;763.6;;36;Ветер, дующий с юго-запада;5;;;70 – 80%.; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;40%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-4.0;;;;;;
09.05.2020 20:00;08.янв;730.1;761.8;;73;Ветер, дующий с юго-запада;5;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;12.июн;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;10.0;03.апр;Следы осадков;12;;;;
10.05.2020 2:00;09.сен;725.3;756.6;;63;Ветер, дующий с запада;5;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;03.фев;;;;;;
10.05.2020 8:00;10.фев;721.5;752.5;;86;Ветер, дующий с запада;5;;;90  или более, но не 100%;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;8.0;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;300-600;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;8.0;2.0;12;;;;
10.05.2020 14:00;15.апр;721.6;752.1;;21;Ветер, дующий с северо-северо-запада;10;14;14;50%.;Состояние неба в общем не изменилось. ;Гроза (грозы) с осадками или без них.;Ливень (ливни).;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";50%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-7.1;;;;;;
10.05.2020 20:00;10.янв;727.9;759.3;;28;Ветер, дующий с северо-северо-запада;7;10;;10%  или менее, но не 0; ;;;;16.авг;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;10%  или менее, но не 0;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-7.8;0.8;12;;;;
11.05.2020 2:00;02.апр;732.0;764.5;;45;Ветер, дующий с северо-северо-запада;4;;;Облаков нет.; ;;;;;;;;;;10.0;-8.5;;;;;;
11.05.2020 8:00;04.сен;733.5;765.7;;55;Ветер, дующий с северо-запада;3;;;60%.; ;;;-1.3;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;40%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-3.4;Осадков нет;12;;;;
11.05.2020 14:00;10.май;732.0;763.5;;37;Ветер, дующий с западо-северо-запада;5;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-3.8;;;;;;
11.05.2020 20:00;08.май;729.6;761.2;;50;Ветер, дующий с севера;5;;;100%.; ;;;;12.авг;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;50.0;-1.3;Осадков нет;12;;;;
12.05.2020 2:00;05.янв;727.0;758.8;;94;Ветер, дующий с запада;3;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;04.фев;;;;;;
12.05.2020 8:00;03.апр;722.3;754.3;;93;Ветер, дующий с юго-запада;1;;;100%.;Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;-0.3;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;10.0;02.апр;3.0;12;;;;
12.05.2020 14:00;13.сен;719.1;748.9;;59;Ветер, дующий с северо-запада;5;;;70 – 80%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;05.сен;;;;;;
12.05.2020 20:00;04.апр;723.8;755.6;;63;Ветер, дующий с севера;6;;;60%.; ;;;;15.мар;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;60%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-2.0;2.0;12;;;;
13.05.2020 2:00;-2.5;724.3;757.0;;84;Штиль, безветрие;0;;;40%.; ;;;;;Слоисто-кучевые, образовавшиеся из кучевых.;40%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-4.8;;;;;;
13.05.2020 8:00;03.янв;724.9;757.0;;66;Ветер, дующий с северо-востока;1;;;20–30%.; ;;;-3.9;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-2.7;Осадков нет;12;;;;
13.05.2020 14:00;5.0;726.7;758.6;;39;Ветер, дующий с севера;7;;;60%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-7.8;;;;;;
13.05.2020 20:00;02.июн;728.6;760.9;;44;Ветер, дующий с северо-северо-востока;4;;;70 – 80%.; ;;;;06.фев;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-8.6;Следы осадков;12;;;;
14.05.2020 2:00;-2.5;727.9;760.8;;72;Ветер, дующий с северо-северо-востока;1;;;60%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-6.9;;;;;;
14.05.2020 8:00;0.6;727.2;759.7;;64;Ветер, дующий с востоко-северо-востока;1;;;90  или более, но не 100%; ;;;-3.1;;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-5.5;Осадков нет;12;;;;
14.05.2020 14:00;05.мар;726.1;758.0;;34;Ветер, дующий с северо-востока;3;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;50.0;-9.3;;;;;;
14.05.2020 20:00;05.июн;726.6;758.4;;37;Ветер, дующий с северо-востока;4;;;90  или более, но не 100%; ;;;;06.фев;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-8.2;Осадков нет;12;;;;
15.05.2020 2:00;03.янв;720.1;759.7;;57;Ветер, дующий с северо-востока;4;;;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-4.8;;;;;;
15.05.2020 8:00;05.мар;729.7;761.6;;52;Ветер, дующий с востоко-северо-востока;4;;;60%.; ;;;01.сен;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;40%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-3.9;Осадков нет;12;;;;
15.05.2020 14:00;08.май;729.5;761.2;;42;Ветер, дующий с севера;5;;;70 – 80%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-3.8;;;;;;
15.05.2020 20:00;08.мар;730.6;762.3;;38;Ветер, дующий с северо-северо-востока;4;;;70 – 80%.; ;;;;08.май;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-5.2;Осадков нет;12;;;;
16.05.2020 2:00;-2.4;731.5;764.6;;78;Штиль, безветрие;0;;;20–30%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-5.7;;;;;;
16.05.2020 8:00;05.сен;732.7;764.8;;50;Штиль, безветрие;0;;;10%  или менее, но не 0; ;;;-3.3;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;10%  или менее, но не 0;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-3.8;Осадков нет;12;;;;
16.05.2020 14:00;10.сен;731.8;763.3;;34;Ветер, дующий с северо-запада;1;;;50%.; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;50%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-4.3;;;;;;
16.05.2020 20:00;11.июн;732.3;763.7;;32;Штиль, безветрие;0;;;20–30%.; ;;;;13.янв;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-4.5;Осадков нет;12;;;;
17.05.2020 2:00;-2.9;733.2;766.4;;84;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;10.0;-5.2;;;;;;
