"Местное время в Заярске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.01.2019 02:00";"-28.3";"741.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.01.2019 20:00";"-24.3";"739.0";"";"";"85";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"-20.0";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"13.01.2019 14:00";"-21.6";"736.0";"";"";"80";"Ветер, дующий с запада";"4";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.01.2019 08:00";"-20.5";"731.0";"";"";"85";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"-20.7";"";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"13.01.2019 02:00";"-19.9";"728.0";"";"";"85";"Ветер, дующий с юга";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.01.2019 20:00";"-19.9";"727.0";"";"";"85";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"-19.3";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"12.01.2019 14:00";"-21.4";"729.0";"";"";"85";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"12.01.2019 08:00";"-29.5";"731.0";"";"";"84";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";"Дымка. ";"";"";"-29.5";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"12.01.2019 02:00";"-26.7";"731.0";"";"";"85";"Ветер, дующий с востока";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.01.2019 20:00";"-22.7";"730.0";"";"";"84";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"-13.8";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"11.01.2019 14:00";"-14.4";"726.0";"";"";"80";"Ветер, дующий с севера";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"11.01.2019 08:00";"-16.3";"722.0";"";"";"90";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"-16.4";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"11.01.2019 02:00";"-12.9";"720.0";"";"";"90";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.01.2019 20:00";"-11.3";"720.0";"";"";"90";"Ветер, дующий с востока";"1";"";"";"100%.";"Снег неливневый. ";"";"";"";"-7.4";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"10.01.2019 14:00";"-8.0";"718.0";"";"";"75";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"10.01.2019 08:00";"-13.5";"719.0";"";"";"85";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"-14.0";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"10.01.2019 02:00";"-12.3";"718.0";"";"";"85";"Ветер, дующий с юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.01.2019 20:00";"-13.3";"720.0";"";"";"90";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"-9.3";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"09.01.2019 14:00";"-10.3";"721.0";"";"";"80";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"09.01.2019 08:00";"-11.1";"721.0";"";"";"80";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"-11.1";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"09.01.2019 02:00";"-6.1";"717.0";"";"";"79";"Ветер, дующий с юго-запада";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.01.2019 20:00";"-10.9";"716.0";"";"";"85";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"-8.2";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"08.01.2019 14:00";"-10.4";"716.0";"";"";"85";"Ветер, дующий с юга";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"08.01.2019 08:00";"-14.5";"718.0";"";"";"85";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"-18.1";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"08.01.2019 02:00";"-16.1";"722.0";"";"";"84";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.01.2019 20:00";"-17.5";"727.0";"";"";"85";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"-17.0";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"07.01.2019 14:00";"-21.7";"733.0";"";"";"85";"Ветер, дующий с юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"07.01.2019 08:00";"-28.4";"737.0";"";"";"84";"Ветер, дующий с юга";"2";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"";"";"-28.4";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"07.01.2019 02:00";"-25.3";"738.0";"";"";"84";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.01.2019 20:00";"-19.8";"736.0";"";"";"85";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"-17.5";"";"";"";"";"";"";"";"0.9";"12";"";"";"";"";
"06.01.2019 14:00";"-17.8";"732.0";"";"";"85";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.01.2019 08:00";"-28.5";"732.0";"";"";"79";"Ветер, дующий с юга";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-29.7";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"06.01.2019 02:00";"-29.7";"732.0";"";"";"79";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.01.2019 20:00";"-28.0";"731.0";"";"";"79";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"-20.3";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"05.01.2019 14:00";"-22.3";"731.0";"";"";"74";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"05.01.2019 08:00";"-30.5";"732.0";"";"";"79";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"-30.8";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"05.01.2019 02:00";"-28.3";"735.0";"";"";"80";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.01.2019 20:00";"-25.5";"737.0";"";"";"85";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"-23.2";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"04.01.2019 14:00";"-23.4";"738.0";"";"";"80";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Снег неливневый. ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"04.01.2019 08:00";"-25.1";"739.0";"";"";"85";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-27.1";"";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"04.01.2019 02:00";"-26.5";"739.0";"";"";"84";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.01.2019 20:00";"-26.1";"738.0";"";"";"85";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"-22.5";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"03.01.2019 14:00";"-22.9";"736.0";"";"";"79";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Снег неливневый. ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"03.01.2019 08:00";"-23.7";"736.0";"";"";"84";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"";"";"-23.9";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"03.01.2019 02:00";"-21.7";"735.0";"";"";"85";"Ветер, дующий с востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.01.2019 20:00";"-22.1";"735.0";"";"";"84";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-21.6";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"02.01.2019 14:00";"-23.1";"734.0";"";"";"84";"Ветер, дующий с востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"02.01.2019 08:00";"-28.9";"735.0";"";"";"79";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"-29.9";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"02.01.2019 02:00";"-29.5";"736.0";"";"";"79";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.01.2019 20:00";"-26.0";"736.0";"";"";"85";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"-18.4";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"01.01.2019 14:00";"-19.8";"737.0";"";"";"80";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"01.01.2019 08:00";"-29.3";"738.0";"";"";"84";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"-29.3";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"01.01.2019 02:00";"-26.7";"739.0";"";"";"85";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.12.2020 20:00";"-29.5";"736.0";"";"";"79";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"-24.4";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"31.12.2020 08:00";"-33.5";"735.0";"";"";"79";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-33.9";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"30.12.2020 20:00";"-30.1";"738.0";"";"";"79";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"-26.0";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"30.12.2020 08:00";"-34.4";"743.0";"";"";"79";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"-36.2";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"29.12.2020 20:00";"-32.4";"749.0";"";"";"79";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"-31.0";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"29.12.2020 08:00";"-38.5";"752.0";"";"";"74";"Ветер, дующий с востока";"1";"";"";"20–30%.";" ";"";"";"-39.6";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"28.12.2020 20:00";"-37.4";"752.0";"";"";"76";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"-33.5";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"28.12.2020 08:00";"-35.9";"748.0";"";"";"75";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-36.2";"";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"27.12.2020 20:00";"-34.7";"744.0";"";"";"74";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"27.12.2020 08:00";"-34.1";"737.0";"";"";"79";"Ветер, дующий с запада";"1";"";"";"20–30%.";" ";"";"";"-34.1";"";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"26.12.2020 20:00";"-28.5";"732.0";"";"";"74";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-22.5";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"26.12.2020 08:00";"-23.4";"725.0";"";"";"80";"Ветер, дующий с запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-23.4";"";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"25.12.2020 20:00";"-18.4";"717.0";"";"";"85";"Ветер, дующий с востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-18.0";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"25.12.2020 08:00";"-25.5";"721.0";"";"";"79";"Ветер, дующий с северо-востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"24.12.2020 20:00";"-25.1";"721.0";"";"";"80";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"-22.0";"";"";"";"";"";"";"";"0.5";"12";"";"";"";"";
"24.12.2020 08:00";"-27.3";"722.0";"";"";"84";"Ветер, дующий с востока";"1";"";"";"20–30%.";" ";"";"";"-27.9";"";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"23.12.2020 20:00";"-17.7";"724.0";"";"";"80";"Ветер, дующий с запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-15.0";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"23.12.2020 08:00";"-16.5";"723.0";"";"";"85";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"-17.7";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"22.12.2020 20:00";"-15.9";"726.0";"";"";"80";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"-10.1";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"22.12.2020 08:00";"-12.4";"723.0";"";"";"95";"Ветер, дующий с юга";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-14.6";"";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"21.12.2020 20:00";"-9.5";"721.0";"";"";"81";"Ветер, дующий с запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"21.12.2020 08:00";"-9.1";"718.0";"";"";"95";"Ветер, дующий с востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-9.8";"";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"20.12.2020 20:00";"-7.3";"722.0";"";"";"82";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"-4.3";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"20.12.2020 08:00";"-5.7";"722.0";"";"";"77";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"-5.7";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"19.12.2020 20:00";"-3.4";"723.0";"";"";"81";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"-3.0";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"19.12.2020 08:00";"-9.1";"726.0";"";"";"85";"Ветер, дующий с юга";"1";"";"";"20–30%.";" ";"";"";"-10.0";"";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"18.12.2020 20:00";"-10.0";"727.0";"";"";"95";"Ветер, дующий с юга";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-9.5";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"18.12.2020 08:00";"-15.9";"728.0";"";"";"85";"Ветер, дующий с юга";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-18.5";"";"";"";"";"";"";"";"";"0.7";"12";"";"";"";"";
"17.12.2020 20:00";"-18.3";"733.0";"";"";"70";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"-18.0";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"17.12.2020 08:00";"-23.7";"738.0";"";"";"84";"Ветер, дующий с юга";"1";"";"";"20–30%.";" ";"";"";"-25.0";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"16.12.2020 20:00";"-18.1";"735.0";"";"";"75";"Ветер, дующий с запада";"3";"";"";"20–30%.";" ";"";"";"";"-9.4";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"16.12.2020 08:00";"-9.9";"724.0";"";"";"85";"Ветер, дующий с запада";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-9.9";"";"";"";"";"";"";"";"";"0.7";"12";"";"";"";"";
"15.12.2020 20:00";"-7.9";"722.0";"";"";"95";"Ветер, дующий с запада";"5";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-7.3";"";"";"";"";"";"";"";"3.0";"12";"";"";"";"";
"15.12.2020 08:00";"-14.3";"726.0";"";"";"90";"Ветер, дующий с юга";"1";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"";"";"-14.8";"";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"14.12.2020 20:00";"-14.0";"727.0";"";"";"90";"Ветер, дующий с юга";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-13.8";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"14.12.2020 08:00";"-19.1";"728.0";"";"";"85";"Ветер, дующий с юга";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-22.2";"";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"13.12.2020 20:00";"-22.2";"732.0";"";"";"84";"Ветер, дующий с востока";"1";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"";"";"";"-21.0";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"13.12.2020 08:00";"-28.9";"734.0";"";"";"79";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"-29.7";"";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"12.12.2020 20:00";"-23.7";"734.0";"";"";"79";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-21.2";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"12.12.2020 08:00";"-22.5";"731.0";"";"";"80";"Ветер, дующий с запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-22.6";"";"";"";"";"";"";"";"";"3.0";"12";"";"";"";"";
"11.12.2020 20:00";"-17.7";"727.0";"";"";"85";"Ветер, дующий с юга";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-17.0";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"11.12.2020 08:00";"-24.9";"726.0";"";"";"80";"Ветер, дующий с востока";"1";"";"";"20–30%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"-26.2";"";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"10.12.2020 20:00";"-23.7";"727.0";"";"";"79";"Ветер, дующий с севера";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"5.0";"12";"";"";"";"";
"10.12.2020 08:00";"-23.1";"727.0";"";"";"74";"Ветер, дующий с севера";"3";"";"";"100%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"-23.1";"";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"09.12.2020 20:00";"-18.5";"723.0";"";"";"65";"Ветер, дующий с запада";"4";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"-8.3";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"09.12.2020 08:00";"-9.0";"714.0";"";"";"95";"Ветер, дующий с запада";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-9.5";"";"";"";"";"";"";"";"";"8.0";"12";"";"";"";"";
"08.12.2020 20:00";"-6.3";"717.0";"";"";"63";"Ветер, дующий с запада";"6";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"-5.0";"";"";"";"";"";"";"";"0.6";"12";"";"";"";"";
"08.12.2020 08:00";"-5.7";"717.0";"";"";"69";"Ветер, дующий с запада";"5";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"-7.1";"";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"07.12.2020 20:00";"-7.1";"724.0";"";"";"80";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-6.4";"";"";"";"";"";"";"";"0.9";"12";"";"";"";"";
"07.12.2020 08:00";"-9.8";"729.0";"";"";"87";"Ветер, дующий с юго-запада";"4";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-10.0";"";"";"";"";"";"";"";"";"0.5";"12";"";"";"";"";
"06.12.2020 20:00";"-9.7";"731.0";"";"";"85";"Ветер, дующий с запада";"5";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"-9.3";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"06.12.2020 08:00";"-13.0";"731.0";"";"";"90";"Ветер, дующий с юго-запада";"4";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-15.1";"";"";"";"";"";"";"";"";"0.7";"12";"";"";"";"";
"05.12.2020 20:00";"-14.9";"735.0";"";"";"85";"Ветер, дующий с запада";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"0.5";"12";"";"";"";"";
"05.12.2020 08:00";"-14.3";"730.0";"";"";"80";"Ветер, дующий с запада";"3";"";"";"100%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"-14.3";"";"";"";"";"";"";"";"";"0.8";"12";"";"";"";"";
"04.12.2020 20:00";"-8.6";"727.0";"";"";"86";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"-6.9";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"04.12.2020 08:00";"-7.7";"728.0";"";"";"73";"Ветер, дующий с запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"-8.4";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"03.12.2020 20:00";"-8.3";"733.0";"";"";"89";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"03.12.2020 08:00";"-8.2";"737.0";"";"";"86";"Ветер, дующий с запада";"5";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-9.3";"";"";"";"";"";"";"";"";"0.5";"12";"";"";"";"";
"02.12.2020 20:00";"-9.3";"740.0";"";"";"82";"Ветер, дующий с запада";"4";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-8.8";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"02.12.2020 08:00";"-10.1";"738.0";"";"";"85";"Ветер, дующий с запада";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-10.6";"";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"01.12.2020 20:00";"-10.6";"737.0";"";"";"85";"Ветер, дующий с запада";"3";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"01.12.2020 08:00";"-10.5";"736.0";"";"";"85";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"-10.5";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"30.11.2020 20:00";"-10.1";"737.0";"";"";"85";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"-9.5";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"30.11.2020 08:00";"-13.1";"737.0";"";"";"90";"Ветер, дующий с севера";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-13.7";"";"";"";"";"";"";"";"";"0.6";"12";"";"";"";"";
"29.11.2020 20:00";"-10.3";"737.0";"";"";"95";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-9.5";"";"";"";"";"";"";"";"3.0";"12";"";"";"";"";
"29.11.2020 08:00";"-15.1";"739.0";"";"";"85";"Ветер, дующий с севера";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-17.1";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"28.11.2020 20:00";"-14.3";"738.0";"";"";"85";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"-12.9";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"28.11.2020 08:00";"-11.6";"739.0";"";"";"75";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"-11.6";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"27.11.2020 20:00";"-7.8";"741.0";"";"";"75";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"27.11.2020 08:00";"-7.5";"742.0";"";"";"68";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"-8.7";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
