Местное время в Хужире;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
27.09.2020 2:00;08.май;716.5;759.8;;61;Ветер, дующий с запада;8;;17;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;01.апр;;;;;;
27.09.2020 5:00;08.июн;718.2;761.5;;66;Ветер, дующий с западо-северо-запада;10;13;20;90  или более, но не 100%; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;02.май;;;;;;
27.09.2020 8:00;08.май;720.1;763.6;;63;Ветер, дующий с западо-северо-запада;11;15;17;100%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;07.сен;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";10.0;01.авг;Следы осадков;12;;;;
27.09.2020 11:00;09.сен;721.6;765.0;;53;Ветер, дующий с западо-северо-запада;9;13;15;100%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";20–30%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10.0;0.6;;;;;;
27.09.2020 14:00;09.апр;722.1;765.6;;52;Ветер, дующий с северо-запада;12;14;;90  или более, но не 100%;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;40%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-0.1;;;;;;
27.09.2020 17:00;09.янв;722.8;766.5;;50;Ветер, дующий с северо-запада;7;;14;100%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;20–30%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10.0;-1.0;;;;;;
27.09.2020 20:00;08.июл;723.9;767.6;;55;Ветер, дующий с западо-северо-запада;8;10;12;100%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;10.авг;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;0.0;Осадков нет;12;;;;
27.09.2020 23:00;08.мар;724.2;768.1;;57;Ветер, дующий с западо-северо-запада;6;;10;90  или более, но не 100%;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;0.2;;;;;;
28.09.2020 2:00;07.апр;724.6;768.7;;60;Ветер, дующий с запада;5;;10;100%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;0.1;;;;;;
28.09.2020 5:00;07.апр;724.7;768.7;;56;Ветер, дующий с западо-северо-запада;12;16;16;90  или более, но не 100%;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-0.9;;;;;;
28.09.2020 8:00;07.янв;725.3;769.4;;58;Ветер, дующий с западо-северо-запада;8;11;16;90  или более, но не 100%; ;;;06.авг;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-0.8;Осадков нет;12;;;;
28.09.2020 11:00;09.апр;725.6;769.3;;50;Ветер, дующий с запада;5;;12;100%.; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;20–30%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-0.7;;;;;;
28.09.2020 14:00;09.фев;725.1;768.8;;53;Ветер, дующий с запада;7;10;10;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;40%.;600-1000;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;0.1;;;;;;
28.09.2020 17:00;09.апр;724.5;768.1;;53;Ветер, дующий с западо-северо-запада;5;;13;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;50%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;0.3;;;;;;
28.09.2020 20:00;07.июл;724.3;768.1;;58;Ветер, дующий с юго-востока;1;;;90  или более, но не 100%; ;;;;10.янв;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-0.2;Осадков нет;12;;;;
28.09.2020 23:00;06.май;723.7;767.8;;60;Ветер, дующий с юго-юго-востока;2;;;60%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-0.8;;;;;;
29.09.2020 2:00;05.июн;722.8;767.0;;69;Ветер, дующий с юга;2;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;0.2;;;;;;
29.09.2020 5:00;06.фев;721.7;765.7;;62;Ветер, дующий с юга;2;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;-0.7;;;;;;
29.09.2020 8:00;05.мар;720.7;764.8;;65;Ветер, дующий с юго-юго-востока;2;;;100%.; ;;;04.июн;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.;50.0;-0.8;Осадков нет;12;;;;
29.09.2020 11:00;11.май;719.7;762.7;;54;Ветер, дующий с западо-северо-запада;3;;;60%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";10%  или менее, но не 0;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;02.мар;;;;;;
29.09.2020 14:00;11.авг;718.5;761.4;;51;Ветер, дующий с западо-северо-запада;2;;;90  или более, но не 100%; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;10%  или менее, но не 0;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;50.0;01.авг;;;;;;
29.09.2020 17:00;10.июн;717.7;760.7;;56;Ветер, дующий с северо-востока;2;;;90  или более, но не 100%; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;10%  или менее, но не 0;1000-1500;Высококучевые башенкообразные или хлопьевидные.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;50.0;2.0;;;;;;
29.09.2020 20:00;07.мар;717.6;761.2;;65;Ветер, дующий с юго-юго-востока;2;;;70 – 80%.; ;;;;13.0;Слоисто-кучевые, образовавшиеся не из кучевых.;10%  или менее, но не 0;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;01.янв;Осадков нет;12;;;;
29.09.2020 23:00;06.янв;718.0;761.8;;66;Ветер, дующий с юго-юго-запада;2;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;40%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;;0.1;;;;;;
30.09.2020 2:00;8.0;717.7;761.2;;64;Ветер, дующий с юго-запада;5;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;;01.май;;;;;;
30.09.2020 5:00;05.фев;717.2;761.1;;71;Ветер, дующий с юга;3;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;;0.4;;;;;;
30.09.2020 8:00;07.апр;717.4;761.0;;62;Ветер, дующий с юго-юго-запада;1;;;70 – 80%.; ;;;05.фев;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";20–30%.;1000-1500;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;0.6;Осадков нет;12;;;;
30.09.2020 11:00;08.фев;718.3;761.8;;60;Ветер, дующий с северо-запада;4;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;0.8;;;;;;
30.09.2020 14:00;09.мар;718.0;761.2;;53;Ветер, дующий с запада;3;;11;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;40%.;600-1000;Высококучевые башенкообразные или хлопьевидные.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;0.2;;;;;;
30.09.2020 17:00;08.фев;718.2;761.7;;50;Ветер, дующий с северо-северо-запада;6;10;11;90  или более, но не 100%; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;50%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-1.7;;;;;;
30.09.2020 20:00;06.фев;719.1;762.9;;57;Ветер, дующий с северо-северо-запада;10;;17;100%.; ;;;;10.сен;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;40%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-1.8;Осадков нет;12;;;;
30.09.2020 23:00;05.июл;719.8;763.8;;50;Ветер, дующий с северо-запада;8;;18;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся; сплошная пелена, поднимающаяся над горизонтом выше 45°, не покрывает всего неба.";;-4.0;;;;;;
01.10.2020 2:00;04.янв;720.3;764.6;;45;Ветер, дующий с северо-северо-запада;11;18;18;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;10%  или менее, но не 0;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся; сплошная пелена, поднимающаяся над горизонтом выше 45°, не покрывает всего неба.";;-6.8;;;;;;
01.10.2020 5:00;02.июл;721.3;765.9;;48;Ветер, дующий с севера;8;13;18;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;10%  или менее, но не 0;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;;-7.4;;;;;;
01.10.2020 8:00;01.авг;721.9;766.7;;43;Ветер, дующий с севера;9;13;17;100%.; ;;;01.июл;;Слоисто-кучевые, образовавшиеся не из кучевых.;10%  или менее, но не 0;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся; сплошная пелена, поднимающаяся над горизонтом выше 45°, не покрывает всего неба.";50.0;-9.5;Осадков нет;12;;;;
01.10.2020 11:00;02.авг;721.9;766.5;;40;Ветер, дующий с северо-северо-запада;8;13;17;100%.; ;;;01.май;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;10%  или менее, но не 0;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;50.0;-9.6;;;;;;
01.10.2020 14:00;04.апр;721.6;765.9;;35;Ветер, дующий с западо-северо-запада;3;;;100%.; ;;;;;Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.;40%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;50.0;-9.9;;;;;;
01.10.2020 17:00;03.фев;721.9;766.5;;38;Ветер, дующий с севера;5;;10;90  или более, но не 100%; ;;;;;Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.;70 – 80%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-9.8;;;;;;
01.10.2020 20:00;02.апр;722.4;767.2;;40;Ветер, дующий с севера;6;10;11;70 – 80%.; ;;;;05.июн;Слоисто-кучевые, образовавшиеся не из кучевых.;40%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-10.0;Осадков нет;12;;;;
01.10.2020 23:00;2.0;722.5;767.2;;39;Ветер, дующий с северо-северо-запада;5;;13;10%  или менее, но не 0; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;10%  или менее, но не 0;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-10.6;;;;;;
02.10.2020 2:00;2.0;722.4;767.2;;41;Ветер, дующий с северо-северо-запада;7;11;14;10%  или менее, но не 0; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;10%  или менее, но не 0;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-10.1;;;;;;
02.10.2020 5:00;2.0;722.3;767.1;;43;Ветер, дующий с северо-северо-запада;7;11;12;50%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-9.3;;;;;;
02.10.2020 8:00;02.янв;723.2;768.0;;41;Ветер, дующий с северо-северо-запада;8;11;14;100%.; ;;;01.июл;;Слоисто-кучевые, образовавшиеся не из кучевых.;10%  или менее, но не 0;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.;50.0;-9.8;Осадков нет;12;;;;
02.10.2020 11:00;02.июн;723.9;768.7;;38;Ветер, дующий с северо-северо-запада;7;11;14;100%.; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;20–30%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-10.4;;;;;;
02.10.2020 14:00;03.апр;724.2;768.8;;42;Ветер, дующий с северо-северо-запада;5;;14;100%.; ;;;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;40%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;50.0;-8.4;;;;;;
02.10.2020 17:00;03.май;724.3;769.0;;42;Ветер, дующий с северо-северо-запада;7;12;12;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;50%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-8.2;;;;;;
02.10.2020 20:00;02.сен;725.1;769.9;;42;Ветер, дующий с северо-северо-запада;7;11;13;70 – 80%.; ;;;;03.июл;Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.;40%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-8.8;Осадков нет;12;;;;
02.10.2020 23:00;02.янв;725.8;770.7;;48;Ветер, дующий с севера;7;;14;70 – 80%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-8.0;;;;;;
03.10.2020 2:00;01.авг;725.8;770.8;;45;Ветер, дующий с севера;9;14;15;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;;-9.0;;;;;;
03.10.2020 5:00;01.июл;726.0;771.0;;48;Ветер, дующий с севера;8;14;15;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-8.3;;;;;;
03.10.2020 8:00;01.июн;726.5;771.7;;50;Ветер, дующий с севера;8;11;16;90  или более, но не 100%; ;;;01.апр;;Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.;40%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-7.9;Осадков нет;12;;;;
03.10.2020 11:00;02.мар;727.2;772.2;;43;Ветер, дующий с северо-северо-запада;5;;14;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-9.1;;;;;;
03.10.2020 14:00;03.май;727.0;771.9;;38;Ветер, дующий с севера;3;;10;70 – 80%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-9.5;;;;;;
03.10.2020 17:00;03.июл;727.2;772.0;;39;Ветер, дующий с северо-запада;3;;;70 – 80%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-9.2;;;;;;
03.10.2020 20:00;3.0;727.6;772.5;;40;Ветер, дующий с северо-северо-запада;4;;;40%.; ;;;;04.янв;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-9.3;Осадков нет;12;;;;
03.10.2020 23:00;02.июн;727.6;772.6;;42;Ветер, дующий с северо-северо-запада;4;;;10%  или менее, но не 0; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-9.2;;;;;;
04.10.2020 2:00;-1.7;727.3;773.0;;54;Ветер, дующий с юго-востока;3;;;10%  или менее, но не 0; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-9.9;;;;;;
04.10.2020 5:00;-3.2;727.0;773.0;;60;Ветер, дующий с юго-юго-востока;3;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-10.0;;;;;;
04.10.2020 8:00;02.фев;726.8;771.8;;43;Ветер, дующий с северо-запада;5;;;10%  или менее, но не 0; ;;;-3.3;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-9.1;Осадков нет;12;;;;
04.10.2020 11:00;04.авг;726.9;771.4;;36;Штиль, безветрие;0;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;10%  или менее, но не 0;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-9.3;;;;;;
04.10.2020 14:00;05.янв;726.1;770.7;;38;Ветер, дующий с западо-северо-запада;2;;;60%.; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;10%  или менее, но не 0;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-8.1;;;;;;
04.10.2020 17:00;05.июн;725.8;770.2;;35;Ветер, дующий с севера;1;;;100%.; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;10%  или менее, но не 0;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-8.7;;;;;;
