Местное время в Солнечной;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
26.05.2020 20:00;;715.0;;;;Ветер, дующий с запада;4;;;100%.; ;;;;23.май;;;;;;50.0;;Осадков нет;12;;;;
27.05.2020 8:00;08.сен;707.0;;;71;Ветер, дующий с юга;4;;;100%.; ;;;04.май;;;;;;;50.0;;Осадков нет;12;;;;
27.05.2020 20:00;13.авг;711.0;;;43;Ветер, дующий с северо-запада;7;;;100%.;Состояние неба в общем не изменилось. ;;;;22.0;;;;;;50.0;;Следы осадков;12;;;;
28.05.2020 8:00;09.янв;717.0;;;48;Ветер, дующий с северо-запада;9;;;70 – 80%.; ;;;5.0;;;;;;;50.0;;Следы осадков;12;;;;
28.05.2020 20:00;10.авг;718.0;;;53;Ветер, дующий с северо-запада;3;;;100%.; ;;;;13.0;;;;;;50.0;;Осадков нет;12;;;;
29.05.2020 8:00;09.сен;719.0;;;55;Ветер, дующий с северо-запада;7;;;100%.; ;;;8.0;;;;;;;50.0;;Следы осадков;12;;;;
29.05.2020 20:00;10.0;719.0;;;51;Ветер, дующий с юго-запада;1;;;100%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
30.05.2020 8:00;06.мар;719.0;;;67;Ветер, дующий с востока;3;;;100%.; ;;;6.0;;;;;;;50.0;;Осадков нет;12;;;;
30.05.2020 20:00;9.0;717.0;;;52;Ветер, дующий с юго-запада;2;;;70 – 80%.; ;;;;12.фев;;;;;;50.0;;Осадков нет;12;;;;
31.05.2020 8:00;04.июн;716.0;;;81;Ветер, дующий с северо-востока;1;;;60%.; ;;;-2.0;;;;;;;50.0;;Осадков нет;12;;;;
31.05.2020 20:00;06.май;714.0;;;69;Штиль, безветрие;0;;;60%.; ;;;;09.май;;;;;;50.0;;Осадков нет;12;;;;
01.06.2020 8:00;04.июл;712.0;;;82;Ветер, дующий с юга;1;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;1.0;;;;;;;50.0;;1.0;12;;;;
01.06.2020 20:00;06.июн;710.0;;;94;Ветер, дующий с востока;2;;;100%.;Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ;;;;10.0;;;;;;50.0;;5.0;12;;;;
02.06.2020 8:00;06.май;710.0;;;85;Ветер, дующий с северо-востока;3;;;90  или более, но не 100%;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;;;;;;;;10.0;;1.0;12;;;;
02.06.2020 20:00;04.сен;714.0;;;92;Ветер, дующий с северо-востока;1;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;0.4;12;;;;
03.06.2020 8:00;07.июн;715.0;;;81;Ветер, дующий с северо-востока;2;;;60%.; ;;;2.0;;;;;;;50.0;;Осадков нет;12;;;;
03.06.2020 20:00;06.июл;714.0;;;85;Ветер, дующий с северо-запада;1;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
04.06.2020 8:00;06.июн;716.0;;;90;Ветер, дующий с северо-востока;3;;;70 – 80%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
04.06.2020 20:00;08.авг;716.0;;;80;Ветер, дующий с юго-запада;2;;;60%.; ;;;;10.апр;;;;;;50.0;;Осадков нет;12;;;;
05.06.2020 8:00;07.мар;716.0;;;85;Ветер, дующий с северо-востока;2;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
05.06.2020 20:00;05.мар;715.0;;;84;Ветер, дующий с юга;1;;;60%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
06.06.2020 8:00;07.авг;713.0;;;80;Ветер, дующий с севера;3;;;90  или более, но не 100%; ;;;0.2;;;;;;;50.0;;Осадков нет;12;;;;
06.06.2020 20:00;14.0;710.0;;;68;Ветер, дующий с севера;1;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;14.сен;;;;;;20.0;;0.5;12;;;;
07.06.2020 8:00;06.сен;711.0;;;90;Ветер, дующий с юга;3;;;90  или более, но не 100%; ;;;04.мар;;;;;;;50.0;;3.0;12;;;;
07.06.2020 20:00;14.май;713.0;;;50;Ветер, дующий с запада;4;;;100%.; ;;;;17.апр;;;;;;50.0;;Следы осадков;12;;;;
08.06.2020 8:00;12.авг;713.0;;;62;Ветер, дующий с юго-запада;2;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;Следы осадков;12;;;;
08.06.2020 20:00;12.фев;714.0;;;72;Ветер, дующий с запада;2;;;70 – 80%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;;;;;;;50.0;;Следы осадков;12;;;;
09.06.2020 8:00;11.0;716.0;;;67;Ветер, дующий с юга;4;;;70 – 80%.; ;;;9.0;;;;;;;50.0;;Осадков нет;12;;;;
09.06.2020 20:00;7.0;;;;80;Ветер, дующий с северо-востока;1;;;60%.; ;;;;15.фев;;;;;;50.0;;Осадков нет;12;;;;
10.06.2020 8:00;09.янв;715.0;;;63;Ветер, дующий с северо-востока;2;;;40%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
10.06.2020 20:00;8.0;716.0;;;79;Ветер, дующий с юга;1;;;40%.; ;;;;;;;;;;50.0;;Следы осадков;12;;;;
11.06.2020 8:00;07.мар;717.0;;;81;Ветер, дующий с востока;1;;;50%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
11.06.2020 20:00;15.май;715.0;;;55;Ветер, дующий с юго-запада;4;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;16.сен;;;;;;50.0;;Следы осадков;12;;;;
12.06.2020 8:00;06.мар;713.0;;;85;Ветер, дующий с юго-востока;4;;;100%.;Ливневый(ые) дождь(и). ;;;04.июн;;;;;;;50.0;;Следы осадков;12;;;;
12.06.2020 20:00;11.июн;715.0;;;90;Ветер, дующий с северо-запада;2;;;60%.;Ливневый(ые) дождь(и). ;;;;18.мар;;;;;;50.0;;4.0;12;;;;
13.06.2020 8:00;12.апр;717.0;;;91;Ветер, дующий с юго-востока;1;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;Следы осадков;12;;;;
13.06.2020 20:00;06.авг;718.0;;;91;Ветер, дующий с севера;1;;;100%.;Состояние неба в общем не изменилось. ;;;;14.авг;;;;;;50.0;;2.0;12;;;;
14.06.2020 8:00;09.авг;718.0;;;91;Ветер, дующий с юго-востока;1;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;04.май;;;;;;;50.0;;3.0;12;;;;
14.06.2020 20:00;10.авг;732.0;;;89;Ветер, дующий с северо-запада;3;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;11.июн;;;;;;50.0;;0.8;12;;;;
15.06.2020 8:00;12.май;717.0;;;86;Ветер, дующий с северо-востока;3;;;20–30%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
15.06.2020 20:00;10.июл;713.0;;;95;Штиль, безветрие;0;;;40%.; ;;;;13.авг;;;;;;50.0;;Осадков нет;12;;;;
16.06.2020 8:00;12.мар;713.0;;;79;Ветер, дующий с юга;3;;;60%.; ;;;7.0;;;;;;;50.0;;Осадков нет;12;;;;
16.06.2020 20:00;20.янв;713.0;;;55;Ветер, дующий с запада;5;;;100%.; ;;;;20.май;;;;;;50.0;;Осадков нет;12;;;;
17.06.2020 8:00;12.сен;718.0;;;86;Ветер, дующий с севера;2;;;40%.; ;;;10.янв;;;;;;;50.0;;Следы осадков;12;;;;
17.06.2020 20:00;14.июл;719.0;;;63;Ветер, дующий с юго-запада;3;;;70 – 80%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;18.янв;;;;;;50.0;;Следы осадков;12;;;;
18.06.2020 8:00;10.сен;718.0;;;69;Ветер, дующий с северо-востока;1;;;10%  или менее, но не 0; ;;;05.май;;;;;;;50.0;;Осадков нет;12;;;;
18.06.2020 20:00;09.май;716.0;;;75;Ветер, дующий с северо-запада;1;;;10%  или менее, но не 0; ;;;;13.мар;;;;;;50.0;;Осадков нет;12;;;;
19.06.2020 8:00;09.июл;715.0;;;64;Ветер, дующий с северо-востока;3;;;10%  или менее, но не 0; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
19.06.2020 20:00;13.авг;714.0;;;45;Ветер, дующий с севера;1;;;70 – 80%.; ;;;;16.май;;;;;;50.0;;Осадков нет;12;;;;
20.06.2020 8:00;08.сен;716.0;;;74;Ветер, дующий с северо-запада;2;;;90  или более, но не 100%; ;;;05.апр;;;;;;;50.0;;Осадков нет;12;;;;
20.06.2020 20:00;09.фев;716.0;;;83;Штиль, безветрие;0;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;3.0;12;;;;
21.06.2020 8:00;09.авг;716.0;;;74;Ветер, дующий с северо-востока;1;;;20–30%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
21.06.2020 20:00;13.июл;714.0;;;65;Штиль, безветрие;0;;;20–30%.; ;;;;15.июл;;;;;;50.0;;Осадков нет;12;;;;
22.06.2020 8:00;15.фев;715.0;;;55;Ветер, дующий с северо-востока;2;;;10%  или менее, но не 0; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
22.06.2020 20:00;11.фев;714.0;;;73;Ветер, дующий с востока;1;;;60%.; ;;;;21.0;;;;;;50.0;;Осадков нет;12;;;;
23.06.2020 8:00;10.сен;715.0;;;70;Ветер, дующий с северо-востока;3;;;20–30%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
23.06.2020 20:00;11.июн;714.0;;;77;Ветер, дующий с юга;2;;;40%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
24.06.2020 8:00;10.фев;716.0;;;82;Ветер, дующий с северо-востока;1;;;20–30%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
24.06.2020 20:00;11.янв;715.0;;;84;Ветер, дующий с юга;1;;;50%.; ;;;;;;;;;;50.0;;Следы осадков;12;;;;
25.06.2020 8:00;19.июл;716.0;;;46;Ветер, дующий с северо-востока;1;;;70 – 80%.; ;;;07.мар;;;;;;;50.0;;Осадков нет;12;;;;
25.06.2020 20:00;09.сен;715.0;;;96;Ветер, дующий с северо-востока;1;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;15.май;;;;;;50.0;;6.0;12;;;;
26.06.2020 8:00;12.май;716.0;;;93;Штиль, безветрие;0;;;40%.; ;;;06.июн;;;;;;;50.0;;Осадков нет;12;;;;
26.06.2020 20:00;11.сен;715.0;;;89;Штиль, безветрие;0;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;Следы осадков;12;;;;
27.06.2020 8:00;13.июл;716.0;;;84;Ветер, дующий с северо-востока;3;;;90  или более, но не 100%; ;;;08.май;;;;;;;50.0;;Осадков нет;12;;;;
27.06.2020 20:00;19.янв;713.0;;;59;Ветер, дующий с севера;1;;;90  или более, но не 100%; ;;;;20.июн;;;;;;50.0;;Осадков нет;12;;;;
28.06.2020 8:00;16.мар;713.0;;;80;Ветер, дующий с севера;1;;;60%.;Состояние неба в общем не изменилось. ;;;12.фев;;;;;;;50.0;;3.0;12;;;;
28.06.2020 20:00;15.июн;713.0;;;82;Ветер, дующий с севера;1;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;0.6;12;;;;
29.06.2020 8:00;11.сен;716.0;;;86;Ветер, дующий с юго-востока;1;;;70 – 80%.; ;;;10.май;;;;;;;50.0;;Осадков нет;12;;;;
29.06.2020 20:00;13.май;717.0;;;88;Ветер, дующий с севера;2;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;Осадков нет;12;;;;
30.06.2020 8:00;17.мар;719.0;;;70;Ветер, дующий с юго-востока;1;;;20–30%.; ;;;10.фев;;;;;;;50.0;;Осадков нет;12;;;;
30.06.2020 20:00;19.май;719.0;;;72;Ветер, дующий с запада;1;;;40%.; ;;;;23.июн;;;;;;50.0;;Осадков нет;12;;;;
01.07.2020 8:00;15.авг;721.0;;;79;Ветер, дующий с северо-востока;1;;;40%.; ;;;10.май;;;;;;;50.0;;Осадков нет;12;;;;
01.07.2020 20:00;19.сен;720.0;;;60;Ветер, дующий с запада;1;;;60%.; ;;;;24.0;;;;;;50.0;;Осадков нет;12;;;;
02.07.2020 8:00;19.апр;721.0;;;68;Ветер, дующий с востока;1;;;20–30%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
02.07.2020 20:00;20.июл;719.0;;;64;Ветер, дующий с северо-востока;1;;;20–30%.; ;;;;22.июл;;;;;;50.0;;Осадков нет;12;;;;
03.07.2020 8:00;18.июл;719.0;;;79;Ветер, дующий с северо-востока;2;;;20–30%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
03.07.2020 20:00;23.0;715.0;;;58;Ветер, дующий с юго-запада;1;;;20–30%.; ;;;;25.0;;;;;;50.0;;Осадков нет;12;;;;
04.07.2020 8:00;18.июл;714.0;;;76;Ветер, дующий с северо-востока;4;;;20–30%.; ;;;15.0;;;;;;;50.0;;Осадков нет;12;;;;
04.07.2020 20:00;23.0;711.0;;;52;Ветер, дующий с севера;1;;;Облаков нет.; ;;;;25.янв;;;;;;20.0;;Осадков нет;12;;;;
05.07.2020 8:00;23.мар;713.0;;;34;Ветер, дующий с севера;4;;;20–30%.; ;;;;;;;;;;20.0;;Осадков нет;12;;;;
05.07.2020 20:00;20.авг;713.0;;;36;Ветер, дующий с севера;1;;;Облаков нет.; ;;;;23.авг;;;;;;10.0;;Осадков нет;12;;;;
06.07.2020 8:00;19.0;716.0;;;54;Ветер, дующий с юга;1;;;70 – 80%.; ;;;;;;;;;;20.0;;Осадков нет;12;;;;
06.07.2020 20:00;17.авг;714.0;;;70;Ветер, дующий с северо-востока;1;;;20–30%.; ;;;;21.апр;;;;;;20.0;;Осадков нет;12;;;;
07.07.2020 8:00;17.июн;713.0;;;56;Ветер, дующий с северо-востока;3;;;70 – 80%.; ;;;;;;;;;;20.0;;Осадков нет;12;;;;
07.07.2020 20:00;18.мар;711.0;;;82;Ветер, дующий с севера;3;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;19.май;;;;;;20.0;;2.0;12;;;;
08.07.2020 8:00;16.авг;711.0;;;82;Ветер, дующий с северо-востока;1;;;100%.; ;;;;;;;;;;10.0;;Осадков нет;12;;;;
08.07.2020 20:00;16.0;711.0;;;96;Ветер, дующий с северо-востока;2;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;;;;;;;20.0;;5.0;12;;;;
09.07.2020 8:00;21.авг;711.0;;;58;Ветер, дующий с северо-запада;4;;;100%.; ;;;14.июл;;;;;;;50.0;;Осадков нет;12;;;;
09.07.2020 20:00;19.0;710.0;;;78;Ветер, дующий с севера;1;;;100%.; ;;;;24.мар;;;;;;50.0;;Осадков нет;12;;;;
10.07.2020 8:00;15.июн;712.0;;;97;Ветер, дующий с запада;1;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;15.0;;;;;;;10.0;;7.0;12;;;;
10.07.2020 20:00;18.апр;712.0;;;86;Штиль, безветрие;0;;;100%.;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;;;;20.мар;;;;;;50.0;;Следы осадков;12;;;;
11.07.2020 8:00;17.0;713.0;;;;Ветер, дующий с юго-запада;1;;;100%.;Состояние неба в общем не изменилось. ;;;16.июн;;;;;;;1.0;;13.0;12;;;;
11.07.2020 20:00;20.мар;714.0;;;83;Ветер, дующий с севера;2;;;100%.;Состояние неба в общем не изменилось. ;;;;21.май;;;;;;50.0;;Осадков нет;12;;;;
12.07.2020 8:00;22.фев;716.0;;;65;Ветер, дующий с севера;2;;;100%.; ;;;16.мар;;;;;;;50.0;;1.0;12;;;;
12.07.2020 20:00;19.июн;716.0;;;85;Ветер, дующий с юга;2;;;100%.; ;;;;24.май;;;;;;50.0;;Осадков нет;12;;;;
13.07.2020 8:00;19.сен;717.0;;;81;Ветер, дующий с юга;3;;;70 – 80%.; ;;;;;;;;;;10.0;;Осадков нет;12;;;;
13.07.2020 20:00;18.май;717.0;;;95;Ветер, дующий с северо-востока;2;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;21.май;;;;;;50.0;;Следы осадков;12;;;;
14.07.2020 8:00;18.0;717.0;;;97;Ветер, дующий с северо-востока;1;;;;Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ;;;;;;;;;;0.2;;Осадков нет;12;;;;
14.07.2020 20:00;21.фев;713.0;;;85;Штиль, безветрие;0;;;20–30%.; ;;;;22.май;;;;;;50.0;;Осадков нет;12;;;;
15.07.2020 8:00;22.май;711.0;;;69;Ветер, дующий с севера;4;;;20–30%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
15.07.2020 20:00;21.янв;709.0;;;82;Ветер, дующий с юга;4;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;Осадков нет;12;;;;
16.07.2020 8:00;18.мар;712.0;;;60;Ветер, дующий с северо-запада;15;;;100%.;Ливневый(ые) дождь(и). ;;;17.апр;;;;;;;50.0;;6.0;12;;;;
16.07.2020 20:00;16.июл;716.0;;;53;;;;;90  или более, но не 100%; ;;;;21.авг;;;;;;50.0;;Следы осадков;12;;;;
17.07.2020 8:00;16.май;716.0;;;46;Ветер, дующий с северо-запада;6;;;70 – 80%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
17.07.2020 20:00;14.фев;715.0;;;72;Ветер, дующий с юго-востока;1;;;100%.; ;;;;18.май;;;;;;50.0;;Осадков нет;12;;;;
18.07.2020 8:00;16.авг;715.0;;;58;Ветер, дующий с северо-запада;4;;;100%.; ;;;13.0;;;;;;;50.0;;Осадков нет;12;;;;
18.07.2020 20:00;15.май;717.0;;;76;Ветер, дующий с северо-востока;2;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;Следы осадков;12;;;;
19.07.2020 8:00;14.янв;716.0;;;59;Ветер, дующий с запада;9;;;90  или более, но не 100%; ;;;13.0;;;;;;;50.0;;Следы осадков;12;;;;
19.07.2020 20:00;15.сен;715.0;;;52;Ветер, дующий с северо-запада;8;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;20.0;;;;;;50.0;;Следы осадков;12;;;;
20.07.2020 8:00;15.сен;714.0;;;52;Ветер, дующий с северо-запада;9;;;70 – 80%.; ;;;13.май;;;;;;;50.0;;Осадков нет;12;;;;
20.07.2020 20:00;14.май;713.0;;;60;Ветер, дующий с юга;4;;;60%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;Следы осадков;12;;;;
21.07.2020 8:00;15.сен;713.0;;;66;Ветер, дующий с северо-востока;4;;;20–30%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
21.07.2020 20:00;16.0;713.0;;;68;Ветер, дующий с юга;1;;;40%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
22.07.2020 8:00;16.янв;712.0;;;74;Ветер, дующий с северо-востока;5;;;70 – 80%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
22.07.2020 20:00;14.сен;711.0;;;94;Ветер, дующий с северо-востока;4;;;100%.;Состояние неба в общем не изменилось. ;;;;17.май;;;;;;50.0;;3.0;12;;;;
23.07.2020 8:00;15.май;714.0;;;97;Ветер, дующий с юго-запада;1;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;14.0;;;;;;;50.0;;5.0;12;;;;
23.07.2020 20:00;14.сен;716.0;;;97;Ветер, дующий с юга;3;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;2.0;12;;;;
24.07.2020 8:00;13.сен;718.0;;;97;Ветер, дующий с северо-востока;1;;;100%.; ;;;13.0;;;;;;;4.0;;Осадков нет;12;;;;
24.07.2020 20:00;14.июл;717.0;;;97;Ветер, дующий с юга;1;;;100%.;Туман или ледяной туман, небо видно, начался или усилился в течение последнего часа. ;;;;;;;;;;0.5;;Осадков нет;12;;;;
25.07.2020 8:00;16.июн;718.0;;;90;Ветер, дующий с юга;2;;;100%.; ;;;13.май;;;;;;;10.0;;Осадков нет;12;;;;
25.07.2020 20:00;18.янв;717.0;;;63;Ветер, дующий с юга;1;;;100%.; ;;;;21.май;;;;;;50.0;;Осадков нет;12;;;;
26.07.2020 8:00;17.фев;716.0;;;78;Ветер, дующий с севера;2;;;100%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
26.07.2020 20:00;21.сен;713.0;;;51;Ветер, дующий с северо-запада;1;;;100%.; ;;;;22.сен;;;;;;50.0;;Осадков нет;12;;;;
27.07.2020 8:00;16.мар;713.0;;;93;Ветер, дующий с востока;1;;;100%.;Дождь (незамерзающий) неливневый. ;;;15.июн;;;;;;;50.0;;2.0;12;;;;
27.07.2020 20:00;17.0;713.0;;;90;Ветер, дующий с юга;1;;;100%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
28.07.2020 8:00;18.мар;715.0;;;85;Ветер, дующий с северо-востока;3;;;100%.; ;;;15.июн;;;;;;;50.0;;Осадков нет;12;;;;
28.07.2020 20:00;18.июл;717.0;;;93;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;1.0;12;;;;
29.07.2020 8:00;19.мар;717.0;;;82;Ветер, дующий с востока;2;;;20–30%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;;;;;;;;10.0;;Осадков нет;12;;;;
29.07.2020 20:00;19.авг;716.0;;;88;Ветер, дующий с северо-востока;2;;;100%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
30.07.2020 8:00;20.апр;715.0;;;83;Ветер, дующий с северо-запада;2;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;9.0;12;;;;
30.07.2020 20:00;18.фев;714.0;;;97;Ветер, дующий с юга;3;;;100%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;;24.фев;;;;;;50.0;;7.0;12;;;;
31.07.2020 8:00;17.май;714.0;;;95;Ветер, дующий с северо-востока;3;;;100%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;16.янв;;;;;;;10.0;;Осадков нет;12;;;;
31.07.2020 20:00;21.0;712.0;;;67;Ветер, дующий с юго-востока;2;;;100%.;Состояние неба в общем не изменилось. ;;;;24.янв;;;;;;50.0;;Следы осадков;12;;;;
01.08.2020 8:00;17.июл;711.0;;;96;Ветер, дующий с юга;1;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;17.янв;;;;;;;4.0;;7.0;12;;;;
01.08.2020 20:00;18.сен;711.0;;;92;Ветер, дующий с юга;2;;;100%.;Состояние неба в общем не изменилось. ;;;;20.июл;;;;;;50.0;;6.0;12;;;;
02.08.2020 8:00;18.апр;713.0;;;96;Ветер, дующий с северо-востока;1;;;100%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;17.май;;;;;;;10.0;;0.8;12;;;;
02.08.2020 20:00;21.0;715.0;;;82;Ветер, дующий с юго-запада;1;;;100%.; ;;;;23.янв;;;;;;50.0;;Осадков нет;12;;;;
03.08.2020 8:00;18.авг;716.0;;;94;Ветер, дующий с юга;1;;;100%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;17.июн;;;;;;;10.0;;0.3;12;;;;
03.08.2020 20:00;18.июл;717.0;;;93;Ветер, дующий с востока;1;;;60%.; ;;;;;;;;;;20.0;;Осадков нет;12;;;;
04.08.2020 8:00;18.июн;718.0;;;87;Ветер, дующий с востока;3;;;70 – 80%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;;;;;;;;10.0;;Осадков нет;12;;;;
04.08.2020 20:00;18.янв;718.0;;;92;Ветер, дующий с северо-запада;2;;;70 – 80%.; ;;;;;;;;;;20.0;;Осадков нет;12;;;;
05.08.2020 8:00;18.сен;719.0;;;84;Ветер, дующий с севера;2;;;20–30%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;;;;;;;;10.0;;Осадков нет;12;;;;
05.08.2020 20:00;18.июн;718.0;;;76;Ветер, дующий с севера;2;;;20–30%.; ;;;;;;;;;;20.0;;Осадков нет;12;;;;
06.08.2020 8:00;21.мар;717.0;;;57;Ветер, дующий с севера;3;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;15.июн;;;;;;;50.0;;Следы осадков;12;;;;
06.08.2020 20:00;19.июл;714.0;;;77;Ветер, дующий с запада;3;;;100%.;Состояние неба в общем не изменилось. ;;;;22.июн;;;;;;50.0;;Следы осадков;12;;;;
07.08.2020 8:00;16.сен;713.0;;;96;Ветер, дующий с северо-запада;1;;;100%.;Ливневый(ые) дождь(и). ;;;16.май;;;;;;;4.0;;9.0;12;;;;
07.08.2020 20:00;17.июн;712.0;;;97;Ветер, дующий с востока;1;;;100%.; ;;;;;;;;;;50.0;;17.0;12;;;;
08.08.2020 8:00;16.мар;711.0;;;97;Штиль, безветрие;0;;;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;;;16.янв;;;;;;;10.0;;4.0;12;;;;
08.08.2020 20:00;16.июн;710.0;;;94;Ветер, дующий с юга;1;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;3.0;12;;;;
09.08.2020 8:00;17.июл;710.0;;;90;Ветер, дующий с северо-запада;2;;;100%.;Состояние неба в общем не изменилось. ;;;14.май;;;;;;;20.0;;Следы осадков;12;;;;
09.08.2020 20:00;18.май;711.0;;;83;Ветер, дующий с юго-запада;3;;;100%.;Дождь (незамерзающий) неливневый. ;;;;;;;;;;50.0;;0.6;12;;;;
10.08.2020 8:00;17.июн;713.0;;;91;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;9.0;12;;;;
10.08.2020 20:00;17.янв;714.0;;;88;Штиль, безветрие;0;;;70 – 80%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
11.08.2020 8:00;17.янв;716.0;;;86;Ветер, дующий с запада;1;;;100%.; ;;;12.июн;;;;;;;10.0;;Осадков нет;12;;;;
11.08.2020 20:00;16.июл;717.0;;;91;Ветер, дующий с северо-запада;2;;;70 – 80%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
12.08.2020 8:00;19.фев;717.0;;;82;Ветер, дующий с северо-востока;3;;;90  или более, но не 100%; ;;;12.0;;;;;;;50.0;;Осадков нет;12;;;;
12.08.2020 20:00;19.фев;715.0;;;90;Ветер, дующий с севера;1;;;70 – 80%.; ;;;;21.фев;;;;;;50.0;;Осадков нет;12;;;;
13.08.2020 8:00;18.июл;714.0;;;78;Ветер, дующий с севера;3;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;20.0;;0.7;12;;;;
13.08.2020 20:00;18.0;711.0;;;93;Ветер, дующий с юго-запада;2;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;0.3;12;;;;
